"On","Prec. m/z","Z","Ret. Time (min)","Delta Ret. Time (min)","Iso. Width","Collision Energy"
"TRUE","410.2983","1","6.229","0.2","Narrow (~1.3 m/z)","20"
"TRUE","523.3599","1","8.323","0.2","Narrow (~1.3 m/z)","20"
"TRUE","520.3419","1","7.889","0.2","Narrow (~1.3 m/z)","20"
"TRUE","223.0969","1","5.239","0.2","Narrow (~1.3 m/z)","20"
"TRUE","784.5866","1","11.759","0.2","Narrow (~1.3 m/z)","20"
"TRUE","522.3565","1","8.333","0.2","Narrow (~1.3 m/z)","20"
"TRUE","558.3083","1","8.197","0.2","Narrow (~1.3 m/z)","20"
"TRUE","310.3108","1","9.919","0.2","Narrow (~1.3 m/z)","20"
"TRUE","670.1755","1","12.539","0.2","Narrow (~1.3 m/z)","20"
"TRUE","568.3399","1","7.909","0.2","Narrow (~1.3 m/z)","20"
"TRUE","750.6011","1","11.805","0.2","Narrow (~1.3 m/z)","20"
"TRUE","760.5869","1","11.882","0.2","Narrow (~1.3 m/z)","20"
"TRUE","386.327","1","9.855","0.2","Narrow (~1.3 m/z)","20"
"TRUE","468.3085","1","7.373","0.2","Narrow (~1.3 m/z)","20"
"TRUE","398.2983","1","7.983","0.2","Narrow (~1.3 m/z)","20"
"TRUE","520.3409","1","7.878","0.2","Narrow (~1.3 m/z)","20"
"TRUE","237.1121","1","4.755","0.2","Narrow (~1.3 m/z)","20"
"TRUE","582.3084","1","7.751","0.2","Narrow (~1.3 m/z)","20"
"TRUE","717.5901","1","11.514","0.2","Narrow (~1.3 m/z)","20"
"TRUE","929.6923","1","12.165","0.2","Narrow (~1.3 m/z)","20"
"TRUE","191.164","1","4.933","0.2","Narrow (~1.3 m/z)","20"
"TRUE","801.6837","1","12.753","0.2","Narrow (~1.3 m/z)","20"
"TRUE","673.5277","1","10.417","0.2","Narrow (~1.3 m/z)","20"
"TRUE","741.1953","1","12.784","0.2","Narrow (~1.3 m/z)","20"
"TRUE","335.1652","1","7.579","0.2","Narrow (~1.3 m/z)","20"
"TRUE","354.1274","1","4.125","0.2","Narrow (~1.3 m/z)","20"
"TRUE","286.1437","1","5.853","0.2","Narrow (~1.3 m/z)","20"
"TRUE","967.2488","1","13.288","0.2","Narrow (~1.3 m/z)","20"
"TRUE","375.356","1","12.57","0.2","Narrow (~1.3 m/z)","20"
"TRUE","758.5716","1","11.622","0.2","Narrow (~1.3 m/z)","20"
"TRUE","560.2057","1","3.777","0.2","Narrow (~1.3 m/z)","20"
"TRUE","286.6258","1","7.526","0.2","Narrow (~1.3 m/z)","20"
"TRUE","355.2844","1","8.94","0.2","Narrow (~1.3 m/z)","20"
"TRUE","247.2446","1","9.238","0.2","Narrow (~1.3 m/z)","20"
"TRUE","326.3779","1","7.34","0.2","Narrow (~1.3 m/z)","20"
"TRUE","162.1125","1","0.543","0.2","Narrow (~1.3 m/z)","20"
"TRUE","903.2833","1","13.403","0.2","Narrow (~1.3 m/z)","20"
"TRUE","222.6836","1","7.742","0.2","Narrow (~1.3 m/z)","20"
"TRUE","312.3259","1","10.431","0.2","Narrow (~1.3 m/z)","20"
"TRUE","469.3884","1","9.749","0.2","Narrow (~1.3 m/z)","20"
"TRUE","768.5909","1","11.889","0.2","Narrow (~1.3 m/z)","20"
"TRUE","431.2752","1","9.892","0.2","Narrow (~1.3 m/z)","20"
"TRUE","279.159","1","7.382","0.2","Narrow (~1.3 m/z)","20"
"TRUE","302.2688","1","6.048","0.2","Narrow (~1.3 m/z)","20"
"TRUE","853.7275","1","13.862","0.2","Narrow (~1.3 m/z)","20"
"TRUE","485.3462","1","7.799","0.2","Narrow (~1.3 m/z)","20"
"TRUE","670.6107","1","13.009","0.2","Narrow (~1.3 m/z)","20"
"TRUE","619.5294","1","12.619","0.2","Narrow (~1.3 m/z)","20"
"TRUE","724.5275","1","11.933","0.2","Narrow (~1.3 m/z)","20"
"TRUE","226.1857","1","5.018","0.2","Narrow (~1.3 m/z)","20"
"TRUE","593.597","1","12.879","0.2","Narrow (~1.3 m/z)","20"
"TRUE","829.2657","1","13.253","0.2","Narrow (~1.3 m/z)","20"
"TRUE","513.4146","1","9.958","0.2","Narrow (~1.3 m/z)","20"
"TRUE","495.2209","1","5.48","0.2","Narrow (~1.3 m/z)","20"
"TRUE","650.6442","1","13.241","0.2","Narrow (~1.3 m/z)","20"
"TRUE","447.0993","1","9.775","0.2","Narrow (~1.3 m/z)","20"
"TRUE","136.0731","1","1.042","0.2","Narrow (~1.3 m/z)","20"
"TRUE","437.2538","1","7.716","0.2","Narrow (~1.3 m/z)","20"
"TRUE","368.1894","1","9.122","0.2","Narrow (~1.3 m/z)","20"
"TRUE","593.5142","1","12.539","0.2","Narrow (~1.3 m/z)","20"
"TRUE","759.5747","1","11.614","0.2","Narrow (~1.3 m/z)","20"
"TRUE","575.466","1","10.511","0.2","Narrow (~1.3 m/z)","20"
"TRUE","401.3453","1","7.33","0.2","Narrow (~1.3 m/z)","20"
"TRUE","535.17","1","10.817","0.2","Narrow (~1.3 m/z)","20"
"TRUE","808.5856","1","11.725","0.2","Narrow (~1.3 m/z)","20"
"TRUE","705.9849","1","9.193","0.2","Narrow (~1.3 m/z)","20"
"TRUE","123.0418","1","10.103","0.2","Narrow (~1.3 m/z)","20"
"TRUE","291.2529","1","7.459","0.2","Narrow (~1.3 m/z)","20"
"TRUE","363.2164","1","4.54","0.2","Narrow (~1.3 m/z)","20"
"TRUE","344.2795","1","6.021","0.2","Narrow (~1.3 m/z)","20"
"TRUE","847.6782","1","13.695","0.2","Narrow (~1.3 m/z)","20"
"TRUE","450.3575","1","7.369","0.2","Narrow (~1.3 m/z)","20"
"TRUE","542.3241","1","7.504","0.2","Narrow (~1.3 m/z)","20"
"TRUE","384.2735","1","11.427","0.2","Narrow (~1.3 m/z)","20"
"TRUE","837.6811","1","12.944","0.2","Narrow (~1.3 m/z)","20"
"TRUE","833.651","1","12.327","0.2","Narrow (~1.3 m/z)","20"
"TRUE","642.4249","1","9.292","0.2","Narrow (~1.3 m/z)","20"
"TRUE","582.5445","1","9.997","0.2","Narrow (~1.3 m/z)","20"
"TRUE","306.2955","1","7.759","0.2","Narrow (~1.3 m/z)","20"
"TRUE","551.3202","1","5.7","0.2","Narrow (~1.3 m/z)","20"
"TRUE","245.1857","1","1.907","0.2","Narrow (~1.3 m/z)","20"
"TRUE","527.815","1","7.951","0.2","Narrow (~1.3 m/z)","20"
"TRUE","125.9863","1","10.62","0.2","Narrow (~1.3 m/z)","20"
"TRUE","449.3583","1","10.605","0.2","Narrow (~1.3 m/z)","20"
"TRUE","478.3291","1","11.862","0.2","Narrow (~1.3 m/z)","20"
"TRUE","194.1173","1","2.875","0.2","Narrow (~1.3 m/z)","20"
"TRUE","352.1654","1","3.309","0.2","Narrow (~1.3 m/z)","20"
"TRUE","715.6412","1","12.97","0.2","Narrow (~1.3 m/z)","20"
"TRUE","632.6326","1","13.082","0.2","Narrow (~1.3 m/z)","20"
"TRUE","760.5869","1","11.904","0.2","Narrow (~1.3 m/z)","20"
"TRUE","796.6183","1","11.923","0.2","Narrow (~1.3 m/z)","20"
"TRUE","340.2479","1","5.375","0.2","Narrow (~1.3 m/z)","20"
