"","mz","rt","GD_020_NIST_RPN_RRHD_B1.mzML","GD_021_NIST_RPN_RRHD_B1.mzML","GD_024_NIST_RPN_RRHD_B1.mzML","GD_026_NIST_RPN_RRHD_B1.mzML","GD_028_NIST_RPN_RRHD_B1.mzML"
"group","mz","rt","nist","nist","nist","nist","nist"
"M814.5585T690.5","814.558500663392","690.501159667969","128970.504392969","130391.689996586","125154.042951195","131758.630822841","130195.926324147"
"M817.5778T708.1","817.577780457979","708.09326171875","164175.229045543","155974.447852304","157453.000475372","159246.716997658","158038.586355322"
"M817.616T735.4","817.616043838815","735.390625","54336.8241263747","49433.0240825455","51404.3094985414","49746.662902048","50092.4405087052"
"M818.4827T656.5","818.482722664031","656.530456542969","32981.5337297759","28336.0339435784","30510.3724106534","31633.6847420353","28094.1156324781"
"M818.5312T737.8","818.531219313182","737.817","76681.1975377934","82881.7206596847","83148.3107959876","79323.1362936214","81015.232289367"
"M818.5477T705.1","818.547697583534","705.059936523438","154948.578839649","157134.140868165","136620.384471939","169413.925056634","152966.718896483"
"M818.5896T725.1","818.589595470832","725.079162597656","114145.453519167","108776.815698517","115579.467424316","111712.729249098","114037.339581537"
"M818.6446T744.5","818.644581779132","744.489990234375","102522.766452979","103392.495893631","100192.061723176","107630.567052448","102864.312648575"
"M819.4854T656.5","819.485379482328","656.53000000002","13272.1701583007","12789.1443274608","12308.0469869009","11859.1147125094","13989.2953734572"
"M825.6276T465.4","825.627590434197","465.441467285156","71511.1051360154","70267.6189317786","66005.390844876","69261.6878836543","69459.2619400262"
"M826.5604T685.6","826.560375993243","685.64800000002","3363979.66834878","3307980.85395608","3104672.65239377","3144329.88564373","3307138.82054198"
"M828.6557T756.6","828.65565455516","756.622863769531","31334.0802483359","29224.2978027774","33237.8542044913","32040.5611585394","29833.8537924863"
"M830.501T466.7","830.501008368493","466.654022216797","44134.3164043372","42284.5011060797","51863.3892090829","51226.6167873373","42948.063003914"
"M830.5814T705.1","830.581437028625","705.060180664062","956602.820352997","922143.568194138","1038117.2179377","908764.218738386","956810.023467184"
"M833.5171T700.8","833.517109640828","700.814270019531","247195.144222622","255184.424697871","243067.734118359","244926.01741153","249025.009381892"
"M835.5324T722","835.532355062222","722.045021972646","258784.231363927","259835.283063366","252688.233709466","252120.987206089","254153.827775986"
"M838.5955T717.2","838.595496242811","717.192016601562","635985.626805358","628372.413206217","608560.150115583","610782.452920489","614798.807264672"
"M841.5726T677.2","841.572614175285","677.155578613281","321241.670055215","223121.900917745","319597.674931765","312513.913910044","311930.822503063"
"M841.625T729.3","841.624980533579","729.324","71598.6263526016","91589.5466858396","85132.2083907386","98841.2822733376","99785.2362508082"
"M843.6583T748.7","843.658277142813","748.73599999998","583275.691366346","569410.02647331","550772.940860014","526062.69489209","567761.285574812"
"M844.5318T689.3","844.531833481107","689.287170410156","264124.613198466","253092.35326591","249431.236351636","255476.923600571","246907.571497089"
"M845.6624T749.9","845.662365161454","749.949506103516","85770.7771900944","47692.3902842288","89035.6775064839","83590.4792596088","80965.1117339272"
"M846.5774T729.9","846.577357452294","729.930969238281","99527.1186084911","86784.8334688481","93201.1718286707","80721.1143354537","87055.6129853021"
"M847.629T740.5","847.629042579577","740.546691894531","59353.3088500233","56988.4098724461","60461.7999052189","55329.8248202644","58142.5377163866"
"M853.4926T625","853.492603001634","624.983520507812","37574.4696649117","36528.8205293243","37230.3739993725","33952.3142357708","36336.0704671407"
"M854.6711T758.4","854.671117980862","758.442","68147.4487116439","72700.687151624","66391.1903150515","69265.5979927258","73154.410437634"
"M856.5308T683.2","856.530800296631","683.222106933594","34282.9598493059","38872.1608701466","36515.0668007887","38264.032249207","39122.2238853888"
"M857.5171T701.4","857.517075702853","701.420113525381","280769.668004673","277492.568309713","243195.227610582","248487.480512897","247538.80827896"
"M857.5958T373.2","857.595791932646","373.233001708984","71261.9901747719","69972.3651595915","65995.4728459281","67807.5561561205","70378.297687655"
"M857.6625T739.6","857.662496530923","739.637084960938","319879.272401997","298335.987235548","282431.331586793","272638.160113884","278856.107442871"
"M858.6234T742.7","858.62341601269","742.670043945312","242960.406698227","251171.374215614","225322.53706494","227672.610243669","230976.479939332"
"M859.5262T656.5","859.52617084448","656.53000000002","71486.7247707218","78422.9345002719","67511.3584527589","75882.6750263809","66589.721723224"
"M859.5322T709.3","859.532190593157","709.305053710938","232133.393583604","231228.110888614","230876.988230624","229841.164757182","230995.504743553"
"M860.5382T709.3","860.538165029731","709.30600000002","100113.79543223","102832.394852321","99982.8581394941","90860.6396091049","102410.41951746"
"M864.5679T752.4","864.56789868804","752.375549316406","199411.748220679","198910.672348754","185326.219181055","191609.603962495","196367.463414254"
"M871.4947T656.5","871.494724874894","656.530456542969","29841.4401985109","29905.3202637332","26812.224206078","27250.9105225718","30177.0347932251"
"M875.5067T657.1","875.506690491462","657.135986328125","50854.8316641849","50820.8531229903","52316.6817211587","51947.0643041654","52530.8965120196"
"M885.5505T732.4","885.550499216047","732.357727050781","4549070.67789887","4498938.89378078","4357240.40919287","4390923.29946899","4457481.00854413"
"M887.5643T745.1","887.564323603721","745.095031738281","626726.997922001","620906.954836425","604401.036904154","599319.02916308","622356.887770584"
"M888.5674T743.9","888.567367999768","743.883","319201.374591149","317399.383629759","299885.730493618","308916.756259954","316875.409919449"
"M895.4976T677.2","895.497561078017","677.15500000002","65228.3419201175","60009.7794000939","61789.6256908137","57860.1124921156","53907.5735267196"
"M899.6458T754.2","899.645760376228","754.195991943349","214143.867063224","207701.310418303","199184.404700241","205623.705032797","203680.690497595"
"M903.5234T725.1","903.523409905047","725.078002929688","25101.0710884404","25252.2339531356","25116.3176372492","26317.32712991","24794.5186831937"
"M904.5986T657.7","904.598614668964","657.743041992188","62763.9385697483","61724.6210791075","60108.0941891164","60808.9209434875","63604.4534907411"
"M907.5388T667.4","907.538833308107","667.449829101562","72875.4730710268","74826.7735989293","73950.6919345758","73803.3179134284","44306.4945064473"
"M909.5505T729.9","909.55048041596","729.930969238281","105775.346295365","102811.367207596","101189.707659573","94705.7022598447","99036.2180745319"
"M910.5033T669.9","910.503280825599","669.876","89488.2271008448","84091.6256866118","83747.9540784768","81553.6003942701","84870.7772971184"
"M911.5642T737.2","911.564245595263","737.20999999998","139591.364656763","115768.241591734","129810.186181556","115544.538150052","90404.1238653595"
"M912.5187T689.3","912.518749611023","689.287902832031","69269.6241928608","70087.2452360385","68722.4345319611","69340.8976137853","68433.7640246259"
"M912.5662T738.4","912.566232797803","738.423187255859","73710.7688319178","58204.7290256439","63125.4805441524","65759.6480124901","37688.0311507529"
"M913.5809T754.2","913.580864056144","754.195930908193","63156.9042575861","66649.8853970063","48130.6873733589","63628.0292311227","45367.8982336061"
"M914.5831T754.8","914.583129637119","754.803863525391","25636.3173121236","28130.2006039655","26576.8373322435","24716.3295553817","31197.5584655236"
"M917.478T648","917.478032199232","648.036804199219","27677.2177389668","28932.7082977746","24023.8925915182","29010.5677875284","25936.6286465381"
"M921.4792T625","921.479245472696","624.983520507812","18046.7113936262","17879.7745447999","15715.2425184276","18921.0723370697","17562.5551631717"
"M926.6123T740.8","926.612308615398","740.849975585938","119428.188357231","118337.156082167","120040.060683163","115235.740954047","118693.963862811"
"M929.5372T731.8","929.53716974101","731.751098632812","101736.324205533","98100.45268219","97094.8047269833","90327.0109917803","92426.9870117686"
"M931.5534T751.8","931.553429093068","751.769958496094","58194.4252345141","49783.1078643014","45426.0304981933","51912.4397353593","44067.3496732104"
"M934.5019T671.7","934.501895397375","671.695434570312","61141.4417021199","55201.2471041748","55761.3469443164","63894.6691707104","64204.8427625905"
"M940.4519T222.5","940.451923919566","222.533248901367","22307.8434373016","21926.2703493929","23216.190202631","22436.471225785","20129.3285970914"
"M940.5376T700.2","940.537649918867","700.20700000002","37273.8144853913","38250.2373022973","39915.9718001708","36638.8504066467","35631.4917959341"
"M941.552T714.2","941.552030658657","714.159","67640.2128762198","68911.5491184408","65622.1778795601","65152.8985516259","70423.3934982985"
"M942.5689T456.3","942.568926931555","456.342071533203","27625.6042247022","26722.7531192429","23654.8987082721","23046.1567131669","27336.5243745691"
"M943.4933T657.1","943.493326687682","657.136474609375","44746.4488968543","44708.7689564225","42795.508913251","44282.0980534668","44584.4258420851"
"M947.609T492.7","947.608968577365","492.740020751953","113183.63402288","113383.726721834","108730.746149194","109882.764366024","108212.11695254"
"M948.5946T725.7","948.594573571643","725.684936523438","165590.440717395","160154.545342162","159184.712951136","156370.558326504","155029.822219998"
"M950.6108T730.5","950.610819930469","730.538208007812","126586.520385874","116098.634271721","110895.512579077","113353.68223123","116298.295080246"
"M955.5538T744.5","955.553780568598","744.489013671875","68207.8482010514","73802.9119828168","61445.5570848299","85993.4261586145","57556.1943285376"
"M956.5583T743.9","956.558268763465","743.883056640625","44600.9415780818","43129.2886402045","41992.2528697265","35978.9666543155","53674.5570509874"
"M959.6439T506.1","959.643868063652","506.085052490234","21892.5441358989","22818.3221227226","24710.9469411631","22841.5232421427","22048.1600667144"
"M963.5356T689.3","963.535551201848","689.287170410156","68991.9121382216","68482.2112148369","67590.067023507","77842.5939857026","71888.0148262805"
"M967.6328T754.2","967.632803056554","754.195983886719","114874.996166772","122931.467748632","113261.34487108","117095.076403375","114576.895280231"
"M968.5685T723.9","968.568540516071","723.86500000002","115072.695126784","119538.962865527","119773.9725894","120933.104460191","110877.620904915"
"M974.6285T494.6","974.628507509008","494.559112548828","25806.0756836425","26956.8952424312","25889.1769049023","26615.1755532544","27337.3456316963"
"M975.5239T668.1","975.523943228848","668.05517578125","38615.6611562701","37985.6681799529","26492.9623807133","28630.0096474824","25893.6490653061"
"M978.491T669.9","978.490991042675","669.875854492188","45948.9184986533","42141.4457154248","44021.1035794924","43586.7137455499","40866.7581452901"
"M979.5984T442.4","979.598419934764","442.388580322266","28412.2591363107","28365.2964415245","27137.1553980823","24734.8389428632","27815.5849185448"
"M986.533T691.1","986.533034891635","691.107","76835.5592085892","73395.2213897454","77582.2290778874","76524.1499763839","78733.048629299"
"M987.6397T506.1","987.639732513432","506.085327148438","20208.4186402233","20865.7499660981","19149.7076064111","20951.0485859784","20377.9740047457"
"M994.6521T755.4","994.652117151649","755.409","190752.266753702","191653.023426953","189385.637020784","184258.123454988","188334.202840468"
"M997.5244T732.4","997.524364743737","732.356994628906","27752.3352820876","24021.7454470978","28205.8881923947","26810.8372145767","29189.8047542651"
"M997.6243T494","997.624330880843","493.953","30264.2249352792","28056.152383598","28280.8204992589","27268.1128291492","25275.6517801642"
