"","mz","rt"
"1",100.075973678413,37.757999420166
"2",120.080935176546,36.54400000002
"3",122.057881774709,37.7570037841797
"4",132.102701513522,34.7240028381348
"5",149.01843969793,35.3310012817383
"6",149.02365180612,617.083984375
"7",149.059645703261,36.5439993591409
"8",152.070579985569,40.791
"9",153.127191847649,92.35300000002
"10",160.133086723292,143.918182373047
"11",162.112447966117,58.989
"12",162.112545261075,32.297004699707
"13",163.111781726072,308.313
"14",166.086711149089,36.5439910888672
"15",167.08537438299,345.923126220703
"16",172.133130130812,52.9220542907715
"17",175.062603968242,221.567123413086
"18",180.065460173854,75.3672294616699
"19",182.081144135403,32.9045009613037
"20",188.070812832409,47.4630006256103
"21",189.078672357006,261.60400000002
"22",195.087875264861,71.72800000002
"23",203.052651384329,32.9040031433105
"24",205.097275321342,47.4629910888672
"25",214.167521976922,220.960113525391
"26",218.138541043112,32.90500000002
"27",219.101620690649,285.26200000002
"28",223.096545933855,336.824096679688
"29",224.019964086854,85.0740254516602
"30",227.079234529633,47.4635009765625
"31",229.154436353366,33.5110015869141
"32",230.093579238898,335.00439453125
"33",233.189812366693,460.573577880859
"34",233.984562526838,239.765029907227
"35",239.091247463278,231.272872924805
"36",239.163849266959,464.213653564453
"37",242.130355720384,219.140121459961
"38",245.185719751696,112.977867126465
"39",246.170049181726,51.7089614868164
"40",247.144446556386,46.8559799194336
"41",251.128154638466,395.059417724609
"42",253.631650843075,442.37599999998
"43",256.109349273547,185.16658001709
"44",259.093876920753,285.26200000002
"45",260.185423497044,142.095642089844
"46",261.144262555423,72.3348846435547
"47",261.979757319871,617.083984375
"48",263.088789870699,337.430969238281
"49",263.12693086029,302.85302734375
"50",264.195548648063,129.963256835938
"51",266.610614321611,479.379943847656
"52",267.042461023092,72.94099999998
"53",267.647707727839,489.624816894531
"54",267.994832880987,108.730895996094
"55",268.218395867089,555.207
"56",269.138243733941,395.059417724609
"57",271.205298756733,294.963775634766
"58",272.066383517419,310.13299999998
"59",273.628007124032,456.934509277344
"60",274.183303767276,324.692016601562
"61",275.011075577759,239.765029907227
"62",276.12279951538,126.931289672852
"63",276.126138435206,211.254028320312
"64",277.052217368931,273.735992431641
"65",278.610485868828,481.199005126953
"66",279.158893713599,617.083984375
"67",279.647720462938,472.099911499013
"68",280.154021009667,60.2021865844727
"69",280.655564553306,500.005004882812
"70",281.631204255585,442.37599999998
"71",281.663412677783,531.549011230469
"72",283.007290875255,194.874710083008
"73",283.241722575452,251.289901733398
"74",284.294692132647,643.77490234375
"75",285.065370702598,85.3769124145508
"76",285.07894911825,323.47900000002
"77",285.220897634215,555.8125
"78",286.073926055911,99.6318435668945
"79",286.14415710562,351.382995605469
"80",286.141300374772,500.005065917969
"81",286.201452670541,226.42000000002
"82",286.625838622003,451.47499999998
"83",286.635900103213,472.707
"84",287.100141926449,75.9743085021873
"85",287.130995609226,290.112579345703
"86",287.64321579501,500.005004882812
"87",288.147333454769,507.890960693359
"88",288.216902862247,265.849761962891
"89",288.651152911206,531.549011230469
"90",289.206921767759,208.221
"91",290.139140046613,106.306015014648
"92",291.09033850275,421.144006225596
"93",291.120165815303,395.059417724609
"94",294.155073444931,35.9379997253418
"95",296.121523388133,234.912048339844
"96",296.147158385249,487.265502929688
"97",297.167729944393,285.261291503906
"98",300.19872540587,347.137023925781
"99",300.216503964897,250.07698059082
"100",300.289468502617,426.603498413096
"101",300.289545967198,532.76200000002
"102",302.21484245231,369.579193115234
"103",303.154697299812,509.710968017578
"104",304.154104632123,154.83499999998
"105",304.211694581664,191.84299999998
"106",305.136104275719,425.389984130859
"107",307.019598498801,47.463
"108",309.151446803846,561.273681640625
"109",309.164983850459,531.549011230469
"110",312.043010272219,221.567123413086
"111",312.116341630611,204.582138061523
"112",312.159131323278,388.386657714844
"113",313.154492031889,194.26900000002
"114",314.232674775283,293.750885009766
"115",316.248618689856,314.986083984375
"116",318.190987561324,62.62900000002
"117",319.042327480863,108.730895996094
"118",319.19455566454,578.260126953135
"119",321.06448521143,285.26200000002
"120",321.206008595391,512.743957519531
"121",321.210459039977,605.55799999998
"122",321.239043528283,513.95696875002
"123",322.146140144222,514.563507080078
"124",325.966974293109,36.54400000002
"125",327.138200811306,421.14400000002
"126",328.357111486462,731.129272460938
"127",329.284621057345,464.821136474609
"128",330.170364532915,173.64
"129",330.263513800713,413.863983154297
"130",331.155638703651,553.38685937501
"131",331.247688470403,384.140472412109
"132",332.115773199311,617.083984375
"133",332.242900887357,279.80200000002
"134",332.261602248566,426.6025390625
"135",335.219175421627,413.863983154297
"136",335.221601702623,540.647888183594
"137",336.220908732248,594.638610839844
"138",337.15868750598,421.144012451172
"139",340.147470707269,239.15899999998
"140",340.239528002477,577.652099609375
"141",342.263773919743,336.21799999998
"142",342.372748655894,756.001220703125
"143",345.136453099085,312.559112548828
"144",345.148328670626,85.6798248291016
"145",346.259431912381,605.557930664052
"146",349.18304689978,62.022
"147",350.177803419674,561.273803710938
"148",350.302651540325,577.048400878906
"149",352.165444266826,199.122100830078
"150",352.193340653544,594.639080078125
"151",354.127421785239,247.651000976562
"152",355.251793270625,594.638671875
"153",357.249638190795,648.021
"154",357.278458072246,431.455627441406
"155",358.132712854935,617.083984375
"156",358.170373863134,578.8662109375
"157",358.27688413166,439.342163085938
"158",358.294557728454,371.398956298828
"159",359.23719311672,547.926696777344
"160",360.274005719616,329.545013427734
"161",361.105287459589,274.340209960938
"162",361.12234342248,335.610980957041
"163",361.13261819417,421.14400000002
"164",361.183003458532,595.244506835938
"165",361.200570233793,264.63700000002
"166",362.232306641777,464.821014404297
"167",362.236526485875,605.557861328125
"168",363.185369664907,553.993591308594
"169",363.193216460638,547.32080078125
"170",363.19813524886,618.297
"171",363.216438071602,271.30900000002
"172",363.727638693984,624.969909667969
"173",364.252501926877,636.489135742188
"174",364.257471234701,662.580932617188
"175",364.736919376061,648.020935058594
"176",364.97827335096,47.463
"177",365.289278722692,605.55799999998
"178",367.073967532866,335.610961914062
"179",368.200519449947,561.273803710938
"180",368.279373739928,356.235656738281
"181",369.35118680062,598.275268554688
"182",370.257549343629,656.514
"183",370.295082258149,378.681
"184",370.759084573505,657.1201171875
"185",371.265349570153,677.138988525391
"186",371.28969348911,575.83447265625
"187",372.158851700832,214.287094116211
"188",372.310621568707,399.912139892578
"189",372.310811344465,536.401916503906
"190",374.104771905381,433.882995605469
"191",375.183067697404,285.262023925781
"192",375.198828264285,578.26025390625
"193",376.193338773095,588.92529296875
"194",377.245923909717,656.515869140625
"195",377.266336937857,536.401916503906
"196",378.240128246359,431.456024169922
"197",379.251350584968,676.53199999998
"198",379.28198091183,563.09299999998
"199",380.163728249233,421.14400000002
"200",380.255913757801,463.000549316406
"201",381.269306392092,605.558510498037
"202",383.166972453366,576.43999999998
"203",383.211449113402,547.926696777344
"204",383.265279503573,668.038940429688
"205",383.27338121176,579.47216796875
"206",383.925938127884,35.93800000002
"207",384.310541594697,397.485992431641
"208",385.096717646959,335.61100000002
"209",385.249215898537,647.414916992188
"210",385.253139859954,561.879760742188
"211",387.198995854309,611.017944335938
"212",388.153292335448,67.4819030761719
"213",388.305522975599,373.220245361328
"214",389.162302526626,298.60699999998
"215",391.224052790694,594.639080078125
"216",391.29869406624,547.926696777344
"217",392.737370954937,670.46599999998
"218",392.75653945395,663.187433105479
"219",393.209240147948,80.8280334472656
"220",394.21617064982,578.401947021484
"221",394.745387088627,689.878295898438
"222",395.133900931094,242.192016601562
"223",396.231920309611,605.557830810547
"224",397.291842820575,617.083984375
"225",398.326355558365,413.865
"226",399.159868490717,395.059417724609
"227",399.764886531168,677.138977050781
"228",399.770414163485,713.5361328125
"229",401.340787681743,590.393188476562
"230",401.345348996248,439.949005126953
"231",402.242882963556,547.926696777344
"232",404.733854722156,670.46599999998
"233",405.244073676952,680.171997070312
"234",406.163751978467,151.800994873047
"235",407.259833535326,713.5361328125
"236",408.196433735889,536.401916503906
"237",409.187140989788,47.463
"238",410.326160973935,430.850006103516
"239",411.242744304194,594.639080078125
"240",411.770240692799,705.650024414062
"241",413.266967003545,617.08399218749
"242",413.785776967769,736.58837890625
"243",414.1480993818,214.287094116211
"244",414.31994015929,389.599609375
"245",414.321289007856,478.166015625
"246",415.282372870484,552.78
"247",416.315628999969,350.776000976562
"248",417.335717965989,442.982208251953
"249",419.295633974776,547.926696777344
"250",419.748917585553,686.239135742188
"251",419.756759560598,705.044311523438
"252",420.765089118571,722.029174804688
"253",421.251234487899,636.489135742188
"254",421.32691246288,594.215118408203
"255",422.762501507178,691.09099999998
"256",422.937057625541,47.463
"257",423.258111084843,536.401916503906
"258",424.34227252019,428.423004150391
"259",425.785533179519,729.915283203125
"260",427.361079574713,451.475006103516
"261",429.261074598767,495.15100000002
"262",429.372543787911,670.466003417969
"263",430.274087695987,594.639080078125
"264",430.315889786171,328.331634521484
"265",431.315427577119,439.34299999998
"266",434.79986967664,740.228332519531
"267",437.359665345885,608.592041015625
"268",438.298014745305,514.563110351562
"269",441.252658623969,563.092834472656
"270",442.352150802456,427.209533691406
"271",442.811864655227,754.180893066396
"272",443.409025106474,612.837951660156
"273",445.327594173713,578.26000000002
"274",445.36491817412,584.932250976562
"275",447.34307262488,604.951921630849
"276",448.154730263196,274.34299999998
"277",450.321275271884,387.78
"278",450.321495807737,373.220245361328
"279",450.357505703922,444.801239013672
"280",450.813360861988,535.188
"281",452.276959140911,461.787261962891
"282",452.373031568631,464.214019775391
"283",454.293281434021,493.33203125
"284",456.331619796951,346.53
"285",456.404322136536,515.776916503906
"286",458.347201324763,362.30200000002
"287",458.801766319807,535.188
"288",459.257076822218,617.083984375
"289",463.232425268849,411.437408447266
"290",463.303059672252,472.707000732422
"291",464.31393216584,525.483032226562
"292",464.373553566532,617.0830078125
"293",466.316083870424,335.004089355469
"294",466.329182715723,558.239807128906
"295",467.347864603899,373.221
"296",468.309185230505,442.37599999998
"297",469.328571838932,597.065734863281
"298",469.388369695505,584.325256347656
"299",471.197336662581,294.361022949219
"300",471.27153122184,434.49
"301",471.738208491468,221.567123413086
"302",472.303047140536,373.21875
"303",475.132339877344,47.4630012512207
"304",476.274703976015,493.938
"305",478.293857247997,479.379241943359
"306",479.259881529635,617.083984375
"307",479.270152049993,605.557861328125
"308",480.309692987717,505.464065551758
"309",480.343638317695,507.284088134766
"310",480.895374619827,47.4629821777344
"311",482.151789764979,594.638671875
"312",482.324628539777,537.614929199219
"313",482.324440063687,464.821007202158
"314",482.360820639844,506.071075439453
"315",485.360098834119,688.05799999998
"316",487.082942785611,47.4629821777344
"317",488.222987427843,617.083984375
"318",488.297729080885,335.610961914062
"319",489.1725747564,294.361022949219
"320",490.290374924064,442.37599999998
"321",491.370734019624,581.293273925781
"322",491.370570018756,600.704772949219
"323",494.324966396307,456.328002929688
"324",496.342765671223,487.265991210938
"325",497.283512638399,421.14400000002
"326",500.27509376116,479.379241943359
"327",502.293556085868,481.19899999998
"328",502.324867201142,507.890960693359
"329",507.828061502314,487.265014648438
"330",508.321340344373,487.872009277344
"331",508.376192584435,516.990051269531
"332",510.302967140752,72.333869934082
"333",510.356058418644,508.497039794922
"334",510.39178732736,550.353820800781
"335",511.284409449389,597.672
"336",512.33459270805,455.114440917969
"337",512.334404283863,359.268371582031
"338",512.467088159413,583.113
"339",515.314202232411,487.265014648438
"340",516.306206083625,456.934509277344
"341",517.386094383449,604.344848632812
"342",517.385723687146,576.43999999998
"343",519.401817501707,629.823
"344",520.341874425199,473.313
"345",520.802509483747,487.265991210938
"346",521.271301814279,342.889984130859
"347",521.419699313958,580.686279296875
"348",522.357062678664,500.005004882812
"349",524.373088871964,531.549011230469
"350",526.292547602218,480.59299999998
"351",531.219830407189,411.437408447266
"352",531.323754554367,473.313018798828
"353",531.826083959076,473.313018798828
"354",532.337389346596,508.497100830078
"355",533.840977969185,499.398071289062
"356",533.903865645955,648.021
"357",534.335965293908,500.005004882812
"358",534.797015349597,478.166229248047
"359",535.034735753519,288.29500000002
"360",535.192183461773,312.56005859375
"361",535.35698775436,531.549011230469
"362",536.307015646295,492.72499999998
"363",537.41251072653,577.046081542969
"364",538.481153321376,584.932250976562
"365",539.314104645417,473.313
"366",540.365368890042,399.305999755859
"367",540.498023160943,612.837951660156
"368",541.439625321225,547.32100000002
"369",541.831181781307,499.398071289062
"370",542.33039074438,500.004
"371",543.345669077122,531.549011230469
"372",543.401665332687,604.952026367188
"373",544.340546647059,475.132873535156
"374",545.416794028351,604.345092773438
"375",546.264391683852,617.083984375
"376",546.798422353665,473.313
"377",547.358848023414,491.512023925781
"378",547.653267987702,499.401336669922
"379",548.318290080571,500.004028320312
"380",548.370728577835,513.35009765625
"381",548.833093163911,531.549011230469
"382",550.334747092116,531.549011230469
"383",550.386506646419,540.04099999998
"384",551.210638956539,75.36799999998
"385",551.313499761954,473.920013427734
"386",551.426485339521,629.822509765625
"387",551.434014391172,594.638610839844
"388",552.402330365653,574.012023925781
"389",552.432159838382,749.328
"390",558.294880867005,472.707
"391",560.20572030185,224.600036621094
"392",560.309667990867,500.005004882812
"393",561.412586359176,580.079223632812
"394",561.819722027222,531.549011230469
"395",562.325245902451,531.549011230469
"396",563.428249246388,595.851623535156
"397",564.323781627757,500.005004882812
"398",566.321947371225,475.132995605469
"399",566.411844660975,629.216705322266
"400",567.227342135729,442.37599999998
"401",568.259228127159,294.967071533203
"402",568.339851231058,474.526565551758
"403",568.539212675545,214.287124633789
"404",569.41732130641,606.76708984375
"405",570.293006260819,474.52600000002
"406",571.279669314675,351.382995605469
"407",572.370645865144,509.10400000002
"408",572.573974472093,819.696105957031
"409",573.448551633805,637.101867675781
"410",574.259859221936,472.707
"411",581.281340277504,506.677093505859
"412",581.453775850221,689.27099609375
"413",583.32323080421,521.842956542969
"414",584.257948685881,334.398406982422
"415",584.263372182577,551.56699999998
"416",585.270517654148,281.622
"417",585.269748912294,577.65400000002
"418",585.269825349487,381.713745117188
"419",587.117186340722,240.372
"420",589.480233809335,746.901550292969
"421",591.04887862634,47.4629821777344
"422",591.316826484639,245.22499999998
"423",591.459312445785,605.55799999998
"424",592.333914109752,496.364990234375
"425",592.368306588118,305.88700000002
"426",593.242617320647,456.934356689453
"427",593.332715533228,344.710052490234
"428",593.471064169011,561.273
"429",595.347638586209,247.044799804688
"430",595.492860214067,612.836975097656
"431",596.264204229378,490.298889160156
"432",596.290416821098,212.467971801758
"433",597.502880973896,594.636993408203
"434",599.435052686577,578.26000000002
"435",599.46386545479,637.708923339844
"436",601.479720900674,688.665
"437",601.478863975226,636.49600000002
"438",603.292591522027,463.607666015625
"439",603.291605200422,598.276458740234
"440",603.534180083582,732.342163085938
"441",604.354642677546,472.707
"442",604.534207592165,549.140686035156
"443",604.826265829724,669.251892089844
"444",606.243766823279,552.173706054688
"445",606.30735170063,500.005004882812
"446",606.369923082705,500.005065917969
"447",608.385956070126,531.549011230469
"448",608.524609177041,740.835815429688
"449",610.54041270275,752.361
"450",611.368020064963,557.63299999998
"451",612.555684751248,765.099731445312
"452",613.443261985449,594.638549804688
"453",613.885324203776,616.477966308594
"454",614.53419478311,627.396148681641
"455",615.387809889106,629.216491699219
"456",615.496065643844,752.361
"457",616.368653260545,311.346069335938
"458",617.278165622456,500.005004882812
"459",617.472947455934,579.47216796875
"460",617.47534403892,612.23095703125
"461",619.491562590446,635.28199999998
"462",620.565779186283,575.225537109365
"463",622.612916916699,779.658935546875
"464",623.217941382844,552.174
"465",626.352762957407,338.037017822266
"466",627.470175321564,531.549011230469
"467",629.401114456168,641.349
"468",629.512276380367,760.853971435547
"469",632.632587398564,784.512408691406
