"","mz","rt","GD_012_matrix_RPP_RRHD_B1.mzML","GD_014_matrix_RPP_RRHD_B1.mzML","GD_015_matrix_RPP_RRHD_B1.mzML","GD_017_matrix_RPP_RRHD_B1.mzML","GD_019_matrix_RPP_RRHD_B1.mzML","GD_010_NIST_RPP_RRHD_B1.mzML","GD_011_NIST_RPP_RRHD_B1.mzML","GD_013_NIST_RPP_RRHD_B1.mzML","GD_016_NIST_RPP_RRHD_B1.mzML","GD_018_NIST_RPP_RRHD_B1.mzML"
"group","mz","rt","matrix","matrix","matrix","matrix","matrix","nist","nist","nist","nist","nist"
"M536.2925T457.5","536.292461749319","457.54052734375","0","207.082713189069","212.655573315438","277.434884326468","0","201238.681826547","202943.351472469","201341.791701727","192655.806962469","194026.025499821"
"M536.853T531.5","536.852950084563","531.549011230469","247.655148698083","406.575120269709","0","0","0","253587.294520595","264628.764846048","287955.095889173","266211.120091881","269088.201840359"
"M537.4125T577","537.41251072653","577.046081542969","0","0","279.634931118872","0","0","152438.31023625","151832.635880928","155442.365829712","150241.477890065","153774.127314401"
"M539.3141T473.3","539.314104645417","473.313","221.115291683389","0","0","0","0","976584.3780743","996973.813654444","1059046.38749136","981222.821720182","940741.7928674"
"M540.823T491.5","540.822988670985","491.51200000002","195.081081800037","589.517392974319","481.635310590013","0","191.364929690403","69296.2708369819","66621.9089553136","72069.817277813","69957.5259924318","62245.902385547"
"M546.4208T604.9","546.420815067336","604.947143554688","0","0","195.692347409204","0","0","205903.587516881","208839.707483957","140993.793292681","135834.244647305","138226.771723494"
"M548.2431T457.5","548.243054100198","457.541015625","0","220.505532339428","0","0","0","69467.0164482989","69562.8103360385","59389.2887249679","60063.1896372774","58878.6274753957"
"M549.3737T514","549.373744161315","513.956970214844","545.706698572429","138.50031730721","0","330.16165329132","0","211987.615038676","234774.021012484","209873.409499418","236669.287441115","218184.733492438"
"M549.8174T499.4","549.817353461775","499.398071289062","133.663972821492","0","0","0","266.119902050123","538042.376008762","535880.32289215","491395.325091031","510078.018437926","493332.172860818"
"M551.4265T629.8","551.426485339521","629.822509765625","0","463.789126090465","0","669.840820683539","1069.67690740243","118786.8051825","135364.816393507","127987.520068411","128875.325331867","131788.655815934"
"M557.4554T584.9","557.455429958667","584.932434082031","677.994192615151","1487.40899781031","616.890003465648","968.772127130069","578.833021440156","174070.817323101","178386.901824227","175821.334332015","126365.832898282","95974.1003697185"
"M558.2051T442.4","558.205093061989","442.375213623047","0","0","153.705284411186","340.303404914836","241.233388028211","14348.7299732069","12899.3040909963","12530.3428930861","11796.6947317253","13584.6724191468"
"M559.2998T473.9","559.299757578551","473.92000000002","194.06580816338","669.785374761019","505.79721308167","0","0","474034.83757091","471343.822018324","467577.472248826","477869.107421429","481942.301061874"
"M562.3252T531.5","562.325245902451","531.549011230469","0","205.647013818172","0","246.857953686062","152.230824241706","482863.276161239","472594.054118717","410656.306092398","440753.641958699","475719.448350545"
"M568.2326T442.4","568.232561942694","442.37599999998","0","0","0","203.471960868522","0","69021.3645755312","66074.1893325502","59173.3439476444","62571.3112043151","59121.2418709576"
"M568.4271T630.4","568.427100806735","630.429809570312","300.504946396394","472.479029392082","176.979184194782","474.410131825523","899.230612127676","850674.649518779","874987.264254844","791228.822429831","835570.212372135","803468.357322522"
"M573.3738T509.1","573.373837216996","509.10400000002","140.09933879221","0","0","127.190294689669","404.447630326555","128148.247975738","135342.01377425","136626.103109464","133680.9986175","137242.334739991"
"M574.2599T472.7","574.259859221936","472.707","864.675147033663","0","158.720066622506","0","448.962647331937","254398.682653584","253632.178607079","266777.955380737","247093.017201599","242759.099592321"
"M574.4519T637.1","574.451861072198","637.101867675781","0","124.129895629303","0","136.590356347376","0","125150.687319907","130297.602905945","130728.879867793","130431.51947077","132133.083363281"
"M582.24T294.4","582.240001629216","294.361022949219","0","142.993202676209","0","517.923668049634","131.273882316354","18912.6136540785","20732.3081168158","26963.2435084561","19421.3408949174","19567.4552390086"
"M583.395T578.9","583.395036106419","578.8662109375","1647.81155245751","332.926107091983","316.915378947647","1504.2035831575","2012.37020245378","59746.585369638","107129.7184026","87383.6588195019","111229.4542112","93261.4325377172"
"M583.4549T577.7","583.454908025025","577.653137207031","0","0","151.632650943963","0","0","11883.5735449843","11221.0801853647","14808.4442187092","11096.8773945989","13301.7973159309"
"M585.411T595.2","585.411049381617","595.244506835938","894.79844402616","1146.85855673943","646.178204530291","742.247488467023","1648.30141008832","224489.840447765","197369.791873396","183227.458334231","216352.819403565","172522.613844448"
"M589.3857T557.6","589.385694593394","557.63299999998","186.168601505092","342.736255205303","0","302.229022017071","383.140894830227","53581.444774552","56745.2704466725","52725.3293427123","56584.0537150963","55753.214009191"
"M593.4711T561.3","593.471064169011","561.273","1982.91708181636","1194.68716813741","1803.23109882004","1698.78803907873","3294.7232031402","266716.838828341","288423.234530955","231194.38019511","220414.635170729","220750.770268992"
"M596.2642T490.3","596.264204229378","490.298889160156","355.117733670804","317.955353330694","0","0","0","299575.942846039","285660.414545362","302901.112745961","318591.472397605","302648.294942901"
"M596.4963T612.8","596.496339540132","612.837951660156","0","0","0","0","0","415113.523887545","394908.84083733","423274.786165927","391647.534086037","384900.013565332"
"M597.5029T594.6","597.502880973896","594.636993408203","39875.2863180633","41248.443638731","40471.7874215372","47973.1378995095","48247.2490435534","884159.998787204","883598.841489664","979355.75262645","950494.678636284","944439.213630447"
"M604.293T465.4","604.292996953272","465.427001953125","177.246235595931","0","0","0","232.211268331739","152867.299468097","161846.769573428","170048.753833118","160484.067806659","158906.75875383"
"M604.3546T472.7","604.354642677546","472.707","0","0","191.75362286141","0","157.985235325876","153191.579475403","153643.170826538","165452.089278077","151313.546359969","161308.397269795"
"M614.2678T523.7","614.26778564374","523.662963867188","0","0","134.565542263965","155.937401212478","0","44774.7536545388","43264.700921959","43564.8827377905","53359.6891739813","48245.0496084226"
"M615.3878T629.2","615.387809889106","629.216491699219","0","223.245525896549","0","179.522287480533","242.380748713819","107740.096669713","103713.282757618","101743.176064105","111148.930212205","100272.069388572"
"M622.2793T499.4","622.279250438193","499.398071289062","0","183.107139127329","130.047366411258","0","0","230980.199532294","224549.608273259","219874.776741161","221718.874385129","216699.434456582"
"M624.2953T531.5","624.29534816147","531.549011230469","125.611695912143","0","0","0","0","556383.663833237","538957.507768079","546540.512250641","558124.821984713","548861.323401668"
"M629.4011T641.3","629.401114456168","641.349","555.039153142832","664.723916620016","260.685679761918","506.970791116822","286.409562747602","72619.0868959754","74370.4146321693","76734.7855505949","65796.9252001843","74392.2277825713"
"M634.4515T456.9","634.451515254745","456.934509277344","5800.86642578375","6290.82122900176","5531.65396545914","5379.15404693909","6667.04913111672","22632.8059426772","24095.9586596612","31860.8064199005","30603.8635634008","32442.5145085851"
"M643.5275T768.7","643.5275214535","768.739471435547","41578.864981681","40829.5762268102","38573.118972731","19909.896087442","11791.0688115398","1075081.48218017","1022139.44220982","1058060.67241377","1038590.76846181","986876.137672907"
"M649.333T327.1","649.332961258212","327.118011474609","0","0","0","0","192.685430040259","44282.1345395883","46187.5809036164","38869.5421533695","45035.8372230912","43912.0657503674"
"M651.3703T345.9","651.370275491747","345.923004150391","0","138.129316662278","0","0","0","31849.9507740532","29734.9889145446","27774.9190960398","27084.6988499527","31084.4632895032"
"M678.5072T652.3","678.507173679248","652.26799999998","0","0","0","0","0","119944.670155665","122570.689329044","125532.023016542","124434.974583416","124460.423883986"
"M683.4329T453.3","683.432886026553","453.295013427734","12300.7708465116","14170.0442225921","12926.9298844841","11316.5572079187","11150.8476615078","37334.0430614958","32297.9722822013","51352.0335828379","57365.3537981665","54528.7772234928"
"M707.5852T676.5","707.585229659481","676.531982421875","0","0","0","0","0","53929.2197474405","53797.5802468737","56286.5408441977","54331.6260525894","51617.4816825979"
"M720.5541T691.1","720.554065081548","691.090515136719","0","0","391.325290203094","551.749927360649","0","69855.4557131069","66476.9568743926","67956.4774777439","75898.1191903046","66039.5427057311"
"M728.5584T737.8","728.558407989875","737.802368164062","0","145.100504652812","0","323.559304270251","0","165618.848117283","175206.247635827","167547.417908864","168074.116406323","166186.046877332"
"M745.5569T683.8","745.556874003685","683.81201171875","0","165.446805345324","0","0","182.796519972682","469321.639497878","451086.923315476","451941.067417584","443172.295798932","435571.074554839"
"M748.5271T713.5","748.527071884822","713.536743164062","1560.02550906216","783.677959105961","253.48468041408","649.005003395123","137.626089743395","141794.057190083","140834.993053778","139982.67195733","144290.296123729","154408.522085205"
"M749.531T713.5","749.531007359198","713.5361328125","1158.14533315785","730.472641795874","165.00035453029","181.58572623398","134.002358239745","68458.5596623405","67547.0162584249","67943.4635419833","65452.298224439","56923.466423055"
"M752.0463T677.7","752.04631567502","677.746016357432","0","0","123.494185338194","0","0","265832.142653996","261386.953958839","248912.258544626","268337.26472115","263419.295675658"
"M753.524T669.9","753.524048399315","669.859985351562","0","0","144.080542899817","164.311194271781","462.114897742867","701334.91994028","684976.965544763","686218.128210359","683239.255968674","718636.337196678"
"M754.5696T739","754.569558489151","739.015380859375","1794.60525636386","1081.60441762062","730.335379274562","963.076884804294","937.684340915953","159446.970439097","159938.138978094","161835.044385537","160931.114577413","154990.729710243"
"M755.4841T647.4","755.484054933696","647.415","105.44262138153","249.283512713811","139.451439249196","181.354475442941","0","30864.8929675707","27616.2084386785","26792.8357245119","30963.1401750089","27400.4235228517"
"M756.5868T718.4","756.586849445944","718.39099999998","496.248978294178","181.438791156535","0","183.919433957535","148.997487399753","43948.8337978365","46455.1237192386","45769.6913536279","42185.160451208","40925.6772008626"
"M760.6383T731.7","760.638282871298","731.735290527344","157.249458429543","0","993.780322198821","348.56049003115","485.787773070895","828085.564737299","782492.815066813","779500.101970819","789636.948370309","760339.035912739"
"M764.5251T700.8","764.5251174338","700.797058105469","225.476243452592","234.644586801021","392.966720020243","710.954917063393","779.698098144106","73903.6927139556","80018.1048766117","72498.2089915759","75459.4952798673","132141.355459501"
"M766.4847T478.8","766.48470625639","478.773010253906","0","0","0","210.425352609051","177.503728425479","68116.1970292756","60048.1154470374","48249.1112987378","55646.6656838781","54521.2407122366"
"M766.4898T487.3","766.489775036005","487.265014648438","136.567264841142","223.353932068091","0","0","173.05907827126","227688.213958941","264164.627234879","248826.386469027","275039.952195883","263028.454964581"
"M766.5363T684.4","766.536328710461","684.418212890625","150.105214774038","252.900473781863","0","532.581688661497","379.648636752521","520526.07725234","515773.818786181","442624.566990056","440010.185984391","439726.4721846"
"M767.5416T683.8","767.541622635246","683.811157226562","0","149.10794116224","720.228487629833","423.989775387298","786.876911607524","287680.515833227","324675.316052685","311491.723517786","321895.890038062","313871.117313475"
"M769.4706T486.1","769.470645301504","486.052001953125","0","0","0","0","0","22455.2698282277","21460.7050280593","21867.9499425868","17627.8032389743","25315.0908903244"
"M769.4933T491.5","769.49329707063","491.511996704112","0","145.224072528375","0","0","0","59172.9591972656","61885.1479910886","65731.2900669992","59285.9003373709","62906.0644131326"
"M769.5554T683.8","769.555435895784","683.812133789062","0","529.056528121233","173.853822648525","179.559210240841","0","239741.004728229","247581.22853672","237034.763598217","246171.856058574","235108.861003063"
"M772.6205T734.8","772.620488391305","734.769","202.225179720744","0","0","0","0","519220.074196381","509219.178368866","484473.285063456","504918.716517892","491359.61010294"
"M773.6254T734.8","773.625441130315","734.769226074219","157.078072906494","172.988778442382","152.759785863876","0","0","183711.632905478","182424.140122212","176998.805835326","192363.517769321","186499.66394992"
"M773.6515T743.9","773.65153215091","743.868835449219","174.151540784455","375.247217333224","193.513375000001","0","333.899502502443","368521.078258974","366054.195931762","346073.15731303","357681.069603355","346489.673582399"
"M774.5631T616.5","774.563115203602","616.476989746094","300.589649298464","1017.59103387228","586.461800204882","624.258711720218","1100.14714707275","137771.869146399","138584.775931926","144693.489172557","144757.990026576","142074.790207869"
"M774.6545T743.9","774.654481764218","743.868469238281","161.159694006687","183.426775272618","0","369.459360740164","0","173142.576188107","163932.480523981","149888.812225902","169145.63029948","145489.674884766"
"M777.5612T735.4","777.561194860073","735.375305175781","1454.48791997529","0","834.990875743558","0","571.884033389279","97538.0143752094","96913.6447408636","91942.2506792251","94582.755825855","90693.9575898335"
"M778.5732T739.6","778.573240052344","739.621398925781","1912.85471532014","1425.17649777122","1364.3829076747","1038.09067189248","1175.19579047086","122075.982063486","118966.148577017","120770.53718523","121023.636127218","159442.934840988"
"M779.566T704.4","779.566040304469","704.437561035156","0","0","0","221.280163757503","196.163792565465","11426.9970960924","12102.6258096678","11106.999361633","13599.171007476","9503.04054704577"
"M779.9849T477.6","779.984889456118","477.559906005859","152.732490937006","0","0","338.42705897461","397.071282391727","67409.7717050478","64030.9079360962","62365.1731265163","69740.1181006999","55498.6465260313"
"M783.0697T712.9","783.069653600483","712.930541992188","0","0","0","0","0","614664.590607037","592636.783870252","602206.771588271","611478.350920314","763853.37668031"
"M790.5409T726.3","790.540883967235","726.276123046875","369.939362461646","0","676.098005129577","271.96593116984","675.03860829381","146483.139418519","146409.92310547","146145.728674593","145875.366236977","154319.052440037"
"M792.4872T473.3","792.487166181751","473.313","0","0","0","0","177.451092130302","285756.003564298","283809.600403916","296908.074012524","288694.293415668","263701.500475191"
"M792.5509T688.7","792.550860562943","688.665222167969","575.947250067973","0","623.028083150347","0","158.255661917213","674086.179140134","675183.180083145","667468.230447984","664701.602193425","679016.971711503"
"M793.5581T691.7","793.558116380397","691.698","848.357034965126","1523.43335352742","464.633923801593","704.416171854334","1224.06940768982","651924.279858995","654721.96615489","672718.756153226","478727.574647995","668663.741222203"
"M795.4663T477.6","795.46626643008","477.559906005859","0","0","0","0","0","76183.2080602501","78113.7334698042","72894.5872056002","76432.7765604774","74762.8003427911"
"M795.6087T717.2","795.608695252676","717.176879882812","642.208040225309","205.639565025981","321.781478756185","224.459385041795","492.498171388848","1386795.66178571","1384790.40027745","1352157.97550626","1360326.6400811","1342193.88637048"
"M795.9728T490.9","795.972770408777","490.905","0","0","141.65478620373","308.484021330942","0","85883.8537913823","81805.004455346","86144.8360421088","85671.5114393499","77969.6188091506"
"M796.0105T500","796.010507935189","500.005004882812","0","0","0","0","168.63299631682","121274.301649256","118927.589790863","119265.326500699","114689.850538218","109365.657383952"
"M796.6206T736","796.62061361924","735.982299804688","4139.25948671631","1678.84002512482","2332.05253950758","1913.33575341454","1928.0073016542","1798553.97444911","1775784.22320855","1772052.70910772","1793253.21150761","1770742.35861712"
"M797.531T697.2","797.530985759594","697.156799316406","273.162105081396","285.585684700766","242.500634915195","0","0","83773.6534827016","99952.5197676364","94483.7424856503","93844.8125647269","93791.0596073196"
"M798.0936T722","798.093642900538","722.029235839844","0","149.696689595962","0","0","0","577222.159929703","562916.778178486","586834.645268408","568603.552923955","550413.698021361"
"M798.5608T665.6","798.560801306308","665.614807128906","286.371650230407","111.93743315506","375.281079620361","0","236.682656485421","157526.969967874","153601.154643941","172805.292587987","154153.725696166","151957.03725361"
"M798.6279T736.6","798.62790649204","736.58899999998","331.83747423166","1280.7852663002","500.833017559585","363.219878427359","125.783316609353","425337.999849995","366786.889692682","332540.098014302","432281.530501809","324100.480050888"
"M800.6128T733.6","800.612814567582","733.55599999998","233.861574172974","0","0","144.439760106336","133.082560909074","191314.000467981","196594.4990191","204103.503576157","193280.900527739","199838.483829786"
"M802.4894T473.3","802.489391659389","473.312835693359","0","0","0","0","0","167094.913898142","165466.327340187","161206.880186064","164743.341295359","171168.429634717"
"M804.6292T743.9","804.629178755151","743.868835449219","142.672417333595","0","358.724834366702","359.366839568876","635.352277262136","42276.6512154745","39418.1537129423","40805.1036412016","34433.4686193336","40883.0764965235"
"M806.9659T473.3","806.965902520041","473.313018798828","237.216501794656","0","160.989490946413","175.386973598089","0","473622.112824995","483183.077015211","440894.174267684","457414.614124267","443719.545517999"
"M807.0692T705.7","807.069186701684","705.650177001953","0","0","0","0","152.067080122831","566661.051337289","261202.486289637","542204.52416792","552596.309570519","552737.428207229"
"M809.6511T753.6","809.651078336108","753.575073242188","311.857952667014","229.251113147468","340.887931449824","561.752695669788","316.847661816218","1325166.04139911","1331287.57231485","1622599.04114967","1271476.58480247","1267357.18288114"
"M813.0131T531.5","813.013119217864","531.549011230469","0","0","0","122.04637041107","0","552018.204953249","536493.618087864","529535.553634303","530357.618928789","539920.661570023"
"M813.6207T730.5","813.62065750302","730.521301269531","241.463064821896","219.731683005672","0","349.594514195624","372.327402793593","3386804.36286484","3099990.96928588","3059051.14603051","3068894.71801731","3087390.70758466"
"M813.9872T473.9","813.98715236332","473.92000000002","187.93552269316","0","0","0","0","77417.2087448727","81678.8467222775","75943.8616973072","76658.4961062654","78831.3520590234"
"M814.6327T742.7","814.632726037061","742.655106201162","255.748568824548","0","148.9159420126","290.337668498942","0","457409.430852383","466043.582570726","461721.562427223","464139.148253325","446438.332871298"
"M816.5508T689.3","816.550828659354","689.271423339844","134.62416886058","252.525342294347","275.294436268319","0","0","289800.814442339","294435.834431567","251058.06650589","302418.100688662","300152.579630305"
"M816.5888T733.6","816.58878465295","733.555297851562","0","248.481119791667","0","0","0","425962.550599224","419108.988110473","418857.485527525","436540.849293166","430991.406754817"
"M818.9647T473.9","818.964724266105","473.919860839844","0","0","220.88129142865","0","0","240847.292701976","236143.326847272","224437.464691934","233748.54339091","233940.318626624"
"M821.0851T723.2","821.085080739082","723.2421875","196.57292822133","0","0","0","0","456162.082016329","460996.565356356","467741.343178723","441173.387272336","454964.347511718"
"M822.0918T725.1","822.091848642045","725.063232421875","0","0","0","0","153.628405219201","413554.913083366","405099.079041235","418119.450332026","411853.680693667","410156.785061234"
"M822.5306T688.1","822.530572673956","688.057983398438","305.049268451862","0","392.626540660443","448.960084379073","306.208713128034","165164.872506065","150557.948518679","148556.028373868","156255.951024224","152822.354336056"
"M822.5986T726.3","822.598622771978","726.276184082031","199.821632133089","0","247.618197015448","226.832649921313","152.730540853544","284694.19375651","322355.239801486","286545.943366241","304760.871459326","321080.587048415"
"M823.6244T734.2","823.624379304748","734.162231445312","0","0","398.227771919753","470.55024497211","173.19646181379","102730.85610444","101284.074204274","103589.864348198","113512.437177716","102287.37221354"
"M830.9646T474.5","830.964605577592","474.526275634766","0","174.851533724368","0","0","0","98958.7859151546","99268.2215505617","89848.3728021241","90079.3206070617","101545.262574907"
"M833.085T721.4","833.085022577794","721.42399999998","0","0","0","170.199814847831","0","166045.268855952","166072.687082398","185067.964018968","169190.439656202","163465.309237584"
"M835.6037T717.2","835.603694698179","717.176879882812","231.949335589504","551.014255302739","432.365119321045","931.776250384491","202.886839792474","735131.373252597","726361.139661816","731821.435572653","731784.81150527","716515.385369967"
"M845.5935T725.7","845.593504915262","725.67","0","0","0","143.347483910669","0","38124.81364926","44895.2327655036","46679.6087743858","54381.1611885287","39863.3245525061"
"M850.5557T714.1","850.555690035388","714.143493652344","2968.6357333961","1398.61956616591","208.484846594069","297.881596030848","498.501932222576","94535.8914234342","91863.223474772","94762.9417934663","78602.0006014097","104819.218994223"
"M859.6102T373.2","859.610241929707","373.221008300781","0","0","312.46107247476","0","0","26075.7254622786","25418.8180811751","23998.0468379002","23971.2888166602","25646.9829065563"
"M863.565T731.7","863.565036680714","731.736450195312","362.588325547054","0","0","301.869640137581","0","65645.333473425","73316.544875406","74123.7335793461","74780.6008834694","73479.4917709076"
"M874.5525T706.3","874.552533847727","706.257385253906","769.711208066344","1178.06682445556","514.697376433015","1042.01531691849","1414.35118251946","66397.1767562512","71758.7575419872","74576.3217562975","67171.9999448979","69036.2110716871"
"M884.6062T675.9","884.606190135165","675.92599999998","516.618235482968","152.385174432476","181.426531510362","0","489.116566598233","82265.2951178099","84783.423856201","79097.3905847168","59122.5812080859","85295.1347091842"
"M887.5644T732.3","887.564366820555","732.343444824219","869.360167959012","149.402056668787","159.59664775184","736.412496883488","332.002281618201","218108.126111321","234661.786156512","215945.639836081","232058.845110659","225224.87387256"
"M888.5659T732.9","888.565940772254","732.949340820312","0","364.130970063863","199.079953163869","426.128445334997","0","139482.345535126","128298.307317818","123787.860255146","135520.07305823","126654.977207233"
"M896.5381T690.5","896.538079946569","690.485290527344","744.828936200473","295.78822846699","0","0","375.195592255766","43588.4033717958","63485.5445766238","43524.1591916745","41917.8278710332","40075.130112341"
"M904.5876T732.3","904.587597716445","732.342163085938","193.055534165486","0","395.591566982982","507.12900669613","422.396646686965","69674.4600112566","76181.770145893","70472.6962962888","70695.8273520911","68243.0760611977"
"M910.5494T732.3","910.549370343885","732.34300000002","775.857158664717","471.741286416642","0","530.267387590837","499.721296453848","255881.527775769","242781.731586476","251281.983176366","255004.849850176","253003.669194181"
"M912.5687T743.9","912.568746283946","743.86900000002","0","0","0","194.606402079974","144.687708515142","46729.5767600982","38209.6426736794","32775.5275483272","58479.7056145885","49081.0196835252"
"M928.6817T721.4","928.68170553577","721.42333984375","224.629817082332","298.931036879882","449.383543210176","0","178.670048940062","36963.5019638999","30251.8091653944","32589.9363906695","34855.2494948065","31723.2716859281"
"M987.6389T456.3","987.638863873809","456.328002929688","0","0","168.560292874881","0","182.760169529673","17743.2433782665","18403.7314985355","14653.7140373214","15839.4959775261","17055.6227512588"
