"","mz","rt","GD_012_matrix_RPP_RRHD_B1.mzML","GD_014_matrix_RPP_RRHD_B1.mzML","GD_015_matrix_RPP_RRHD_B1.mzML","GD_017_matrix_RPP_RRHD_B1.mzML","GD_019_matrix_RPP_RRHD_B1.mzML","GD_010_NIST_RPP_RRHD_B1.mzML","GD_011_NIST_RPP_RRHD_B1.mzML","GD_013_NIST_RPP_RRHD_B1.mzML","GD_016_NIST_RPP_RRHD_B1.mzML","GD_018_NIST_RPP_RRHD_B1.mzML"
"group","mz","rt","matrix","matrix","matrix","matrix","matrix","nist","nist","nist","nist","nist"
"M391.2987T547.9","391.29869406624","547.926696777344","2181.55019630715","1837.06022473132","1696.03633016774","479.622783793509","2121.73026930797","42358.6823698844","39382.5538464649","41672.745237488","42091.4851495617","38755.6435868375"
"M391.3559T606.2","391.355858382631","606.164916992188","183.408526577172","483.624959252944","812.665258756897","426.148351180367","932.32022540926","30921.5507704404","31265.4395421892","36478.1634384917","34941.4183563917","32819.4244143542"
"M391.7569T683.8","391.756937312257","683.81201171875","0","498.592888895655","0","178.652433934622","0","31337.0150901857","35722.3788827431","33123.9076419062","34386.3957998431","24854.671716797"
"M391.7781T676.5","391.778060862479","676.53199999998","157.069409851916","0","0","0","182.672182107344","39343.0205051098","35696.225000493","34004.2529479263","33967.5253184984","36229.0879884995"
"M392.2024T554","392.20241533031","553.993591308594","522.519480885208","1251.12899079857","536.325149576192","0","317.36114938872","133115.678124707","125243.522929617","131933.372787445","132320.822279167","134606.660974559"
"M392.2241T594.4","392.224071148031","594.447326660156","20460.0438061776","18687.9122673222","16468.6113347049","16035.2122970481","21966.5928408721","96575.0617132212","91458.0485988867","92262.8440263781","91275.6522437409","107673.705554095"
"M392.2595T684.4","392.259508345972","684.418670654297","0","321.732493239564","234.905917598657","0","0","55570.7634650811","42183.84400171","49349.8855481175","45835.877802362","54096.4891807454"
"M392.2794T357.4","392.27940884393","357.448760986328","0","0","209.965951123722","283.193486993023","0","44457.696204184","42201.7445083355","44112.765039133","42992.9928470853","42802.9159509355"
"M392.2885T617.1","392.288545085206","617.083984375","22861.3917610679","19271.713260699","20092.0494328442","13527.8564024642","22751.6981224485","3358286.0651539","1530576.10472692","3288219.31443231","3285825.83082509","3269274.18320176"
"M392.7374T670.5","392.737370954937","670.46599999998","0","0","0","0","0","91813.6067163658","88223.2277579949","87404.2266174528","104039.400047072","105175.828888985"
"M392.7565T663.2","392.75653945395","663.187433105479","0","0","0","225.129170098879","141.524337856043","143758.194361346","146831.165146148","141273.391505953","151854.094752152","134742.986046394"
"M393.2092T80.8","393.209240147948","80.8280334472656","15107.2611939037","17253.6422996612","17929.8151678581","21038.1794890791","22517.5050176789","74932.2529248609","70373.218967865","61827.9101528648","62601.2256518433","63714.4324046104"
"M393.22T594.6","393.219966699326","594.6388359375","346522.677600303","355307.756248085","355754.854867236","372289.548085204","391182.568284377","1688047.74562589","1672563.51383841","1731460.07621347","1743926.16558999","1734067.37041607"
"M393.2409T670.8","393.240860684738","670.769714355469","0","0","524.251218507073","0","0","51506.3717819435","43570.3608990121","48549.0617501225","47418.6591603938","48863.7825035589"
"M393.2913T617.1","393.291283615635","617.083984375","0","0","0","0","0","504154.548997712","507093.258990231","477463.257601386","477932.982351175","463364.800751284"
"M393.2981T547.9","393.298069277357","547.927734375","13442.7612496879","12831.214223051","15687.9441867923","14961.9474710833","8663.33451317254","194569.456396935","157565.231362537","192389.189233063","161190.3759197","190864.122188555"
"M393.7384T670.5","393.738389134971","670.466979980469","0","0","0","0","0","42848.2361001852","38837.6644649265","43648.4946423342","53431.7973030681","45577.505963494"
"M393.7572T663.2","393.757162085301","663.185974121094","126.107745400497","0","0","0","0","159041.939455807","154246.053165139","159620.110965168","150058.009390055","159201.730052619"
"M393.8057T677.1","393.805687765365","677.139446289063","0","0","0","189.282025869099","0","23550.5579267963","23061.4122418946","24896.8441142537","24360.2115629071","22855.7304092495"
