"","mz","rt","GD_022_matrix_RPN_RRHD_B1.mzML","GD_023_matrix_RPN_RRHD_B1.mzML","GD_025_matrix_RPN_RRHD_B1.mzML","GD_027_matrix_RPN_RRHD_B1.mzML","GD_029_matrix_RPN_RRHD_B1.mzML","GD_020_NIST_RPN_RRHD_B1.mzML","GD_021_NIST_RPN_RRHD_B1.mzML","GD_024_NIST_RPN_RRHD_B1.mzML","GD_026_NIST_RPN_RRHD_B1.mzML","GD_028_NIST_RPN_RRHD_B1.mzML"
"group","mz","rt","matrix","matrix","matrix","matrix","matrix","nist","nist","nist","nist","nist"
"M471.2664T526.1","471.266418199721","526.103942871094","150.468392734743","258.143226472621","294.251351769313","159.489439071987","0","90462.767108757","83778.0235879938","84314.1626279291","82828.2203991207","86540.2617826215"
"M471.2789T373.8","471.278877453449","373.83740234375","28705.929267123","24477.4321518807","29090.4280531524","30512.8243949661","29649.0551756038","59246.0616265667","58980.3006589169","55105.8238697423","58318.6828696653","56758.9817578936"
"M471.3354T424.8","471.335361799062","424.796630859375","10082.0989019066","9036.37286328736","9742.93222578819","10485.7049575356","10094.2727548371","1841.73499140622","3320.76603296958","16465.1073370876","15593.833340608","4996.15157444394"
"M472.176T605","472.175989323459","604.964233398438","899.614889995618","939.788797343996","807.134430546491","642.850603944368","2441.03170033036","111980.081367903","113638.836889359","110009.151539538","102932.965729789","106834.175038193"
"M472.245T342.9","472.245008462691","342.902374267578","240.187973679382","0","0","0","0","37842.6765974468","37266.3642963875","37997.8128183481","36262.9717609634","38744.2447487524"
"M472.2473T464.2","472.247263034048","464.229","2199.76606639102","2479.26461809512","1744.77038555779","2502.46170637282","2443.86850344017","24527.5688691516","21558.9545524071","21965.3648002629","23829.4664746226","19996.9799950516"
"M472.2701T526.1","472.270095824748","526.103942871094","0","0","267.652506324445","171.80622429262","0","28510.1156594972","27102.6855006977","24750.9067663388","26659.9399003229","26704.259715295"
"M472.282T373.8","472.282011174359","373.835266113281","3429.87074892623","7651.6039856796","7287.55675591284","8309.53800568293","8130.52780258976","16517.0617765618","16988.894805344","14860.0107262573","16775.7574275954","15999.9504480939"
"M472.3488T621.3","472.348836819277","621.343688964844","355.616134273075","0","0","388.994904596619","248.496482869685","40435.0196527424","42066.3368002593","36637.8656055734","40469.9507357218","38679.217584274"
"M472.9676T347.1","472.967554813631","347.102157592773","39064.9263744478","40514.8991972263","44507.5450132994","32994.3403134714","36719.4475873719","43345.2244638194","47325.8350258801","49205.2356248378","51568.3605965729","50864.3391230636"
"M472.9865T271.3","472.986467231996","271.330139160156","24724.4535791234","23842.8029911505","19554.0078895161","22138.1901976247","22949.2054931365","25093.5265972943","25996.4351207162","22526.2694820176","20959.6143208275","24651.5667425057"
"M473.1281T248.3","473.128060354317","248.281219482422","126.257567219383","0","157.478909632136","440.881935546722","0","10076.4872533095","11401.2939720472","11381.8395002123","8905.34998454589","12347.5650139709"
"M473.1795T605","473.179523946178","604.964965820312","353.847628140102","187.395118999827","0","388.219989658708","449.165755123533","30481.7571957594","31691.6519440665","26258.0401557531","25937.3740903161","29382.7237782327"
"M473.3559T605.6","473.355946624002","605.571044921875","336.931541527156","160.794447351946","0","0","419.770694277249","221344.584173782","212317.031367693","200767.064283985","212791.801528126","213921.197131642"
"M473.363T625.6","473.362973046914","625.58899999998","0","261.307116515025","0","0","210.555277275827","364864.274187228","375874.05926654","364399.492656432","362731.449609568","381207.337134279"
"M474.1262T577.1","474.126169493212","577.06005859375","0","135.215508244932","190.338153854012","366.413777047303","0","69992.6034184178","68985.7235167149","61727.3482384844","62295.8121676461","65074.8476517507"
"M474.1803T577.7","474.180253556419","577.666015625","0","0","325.981422761605","0","203.701392235311","21214.1409713674","22377.9778215821","15562.0677808683","13649.5929043742","21086.7767773681"
"M474.1916T636.5","474.191624979323","636.510192871094","7720.13505881245","4840.19875612293","5274.02594063717","5586.70034023581","5034.09268866103","23107.1445609107","21342.7094378887","29403.7307297773","26959.9934600567","29476.1936636054"
"M474.2619T456.9","474.261865770211","456.948120117188","0","0","0","152.338786183723","128.924364038876","105503.727301392","105780.745437846","106387.234734281","104304.881944263","110472.651097116"
"M474.3602T605.6","474.360233108883","605.571044921875","0","0","0","396.829980583861","232.862194579095","62527.2230489368","79309.0425410467","51065.9679697809","79757.2205723678","97886.0511286042"
"M474.3664T625.6","474.366376383999","625.590515136719","430.569341718643","0","0","0","159.954744431529","119157.712296896","121857.978192459","120364.104801392","119973.26103435","121288.435069739"
"M474.9453T110.6","474.945291500078","110.56399999998","153.84681976579","0","0","0","0","14928.1119266263","16372.6756688811","15974.7978923804","14030.6901165935","12958.0385383491"
"M474.9631T384.8","474.963070511875","384.75944519043","123250.654372851","109848.153488025","100404.443997868","114775.588185816","107495.997644467","67255.4812456441","81999.2298208007","116778.20201267","106418.102992201","121156.143826079"
"M474.9625T277.9","474.962476589542","277.949157714844","54640.7584789197","54104.7855811484","48216.2834177166","48333.4441307187","52876.8134401739","51477.5279838406","51532.5981320069","53246.8349231573","53191.4672348569","48650.4302535864"
"M474.9822T374.4","474.982158899199","374.444610595703","63997.1725526289","68473.2010365874","64449.3300823387","68041.2333923602","65392.8377239472","65243.4941707181","67563.431774231","74031.3850676512","67729.0663156435","73797.2356981543"
"M475.1739T500.6","475.173909421808","500.62565612793","41966.8498340833","43994.8751965084","46075.9346118031","43840.9398415621","43611.2422223844","4674.97092482448","5442.51078162796","21445.8962785006","18668.920791616","3864.69985827108"
"M475.2366T433.3","475.236594613463","433.289703369141","5951.30835997253","6352.65163892337","6613.63808170889","6182.40872070923","6046.19692025758","14891.2020657226","8358.77724563162","22610.8062397419","23289.6401122493","13624.3024900057"
"M475.3057T439.4","475.305724076202","439.35499999998","0","150.490526953753","0","0","0","170986.254629999","169267.562847915","166695.797361292","164243.833562328","167249.149625281"
"M475.3266T411.4","475.326597776475","411.45","258.142329999687","0","0","0","0","24125.0157812384","23138.5308203642","23655.2116239748","24762.2798223084","22065.689826946"
"M475.3785T629.2","475.378546260151","629.231140136719","0","0","0","171.272701619069","172.516502889122","479206.279618255","457163.906977036","442820.607014917","435669.304841715","439514.712762582"
"M475.9665T384.8","475.966453855073","384.758972167969","14185.4683870428","10746.6534388339","10192.518105228","10477.3268231432","12637.2700579737","7294.31380097964","9843.2494261739","12587.5390037118","13862.5829412522","11440.611469365"
"M475.9654T278","475.965443298802","277.968322753906","5294.47392170329","2696.24872025246","3558.22299053925","5809.36507046536","4715.97824916953","5551.82528801879","5936.22679576263","6196.50827183951","4981.74150827469","7712.20177250977"
"M476.086T594.7","476.086030193101","594.651","939.225514512323","1618.33969081398","1760.14842084497","629.033121304959","1086.42775890203","13461.7382034054","14030.7180637831","14593.9440566388","13967.83802417","14047.1198355332"
"M476.1253T577.7","476.125289814518","577.666015625","0","147.439933375921","0","0","141.466196337249","26418.1554320009","24337.4514813997","19639.6292856252","20894.9208784608","24283.7332915131"
"M476.1778T500.6","476.17777060391","500.625213623047","10419.9536512178","11597.6263228322","10646.5392014889","9994.32480092439","10760.1812178497","838.995822565164","1044.74856314648","5063.47963178643","3973.38213495514","1195.42333984967"
"M476.1986T605","476.198599039663","604.964233398438","208.307941675695","336.722738826698","812.207587570941","155.617843991914","343.895499880435","43641.6026019698","39544.4723943204","40874.5097040671","40001.7548287696","44234.6896008297"
"M476.2581T576.5","476.258069178732","576.524658203125","11608.8735907063","10822.475297008","9525.84177609784","10026.5546392519","11061.5771131593","3507.70219724178","3253.87245368957","3334.26191253662","4806.90131006241","4534.51318509579"
"M476.2704T373.8","476.270370816727","373.838577270508","178255.043162708","182015.74958527","180796.091091781","184105.388101067","174516.044453415","141368.727452172","135337.291421967","131860.95791882","133768.005964241","139336.269652234"
"M476.2784T478.8","476.278406329423","478.787811279297","394.213189536706","0","472.233238805831","1069.89102050662","198.572699538432","3989446.05939721","3947353.10940818","3736920.11985062","3734353.99515423","3870321.47421842"
"M476.3091T439.4","476.309081770193","439.35499999998","0","0","182.685187003961","0","0","50980.2635625626","49455.5915108946","51509.5078039343","47890.1175230293","53584.5210691426"
"M476.382T629.2","476.382015658513","629.231140136719","0","0","0","0","0","219549.872602509","226408.448044742","225992.752848757","146153.363907758","144519.870668076"
"M476.978T369","476.978019820906","368.986999755849","193221.389761523","178721.412503175","174224.091042481","186830.311282462","180769.220419417","135407.160952603","164955.734519143","184455.376231746","186232.723706139","179372.685548584"
"M477.066T465.4","477.065989966333","465.441253662109","8310.5081721383","7410.13901954956","7636.91395264892","8460.11208224486","7923.36581016708","2373.65085316328","2765.34047071058","3148.64487572853","2439.22680261014","5159.73185600961"
"M477.1619T251.3","477.161911795626","251.291763305664","0","0","0","0","0","50190.5394255281","51939.3027006827","57354.3733735591","53827.402310217","52310.1280800712"
"M477.1733T455.7","477.173271600239","455.735107421875","190.56119014034","128.484323935537","382.47028642951","0","0","10926.7944423981","9352.07599875185","8535.77945288086","9121.8421919086","9957.54586366295"
"M477.2023T605","477.202286391434","604.964233398438","446.118536174297","462.568088108301","372.219184720516","0","0","10973.1466431518","10843.607803201","9694.94063548516","10482.4262967074","11023.3123954936"
"M477.2337T575.8","477.233716983546","575.845520019531","7365.70928342253","5242.90714957595","3345.15803879857","7364.35795232534","15170.5427114904","34130.2921793421","34478.3062925562","23430.3918552698","30438.9363366928","31207.871965826"
"M477.2642T505.5","477.264166737837","505.479156494141","269.468208108178","173.504479709203","864.793690338812","0","0","27985.1129943057","28848.6396366808","29392.7952523184","33572.5473563285","31501.0572056162"
"M477.2735T373.8","477.273451456055","373.838577270508","49379.7905426194","49421.575180727","47333.6745243885","48730.7852844932","49386.624182322","38014.0547122102","39469.7349673684","35557.6835768703","36951.2864548526","37630.0282822914"
"M477.2812T478.8","477.281244406166","478.787811279297","0","141.887147678171","157.755939957712","0","143.202771077341","994401.532559677","996997.101009287","957888.962576163","982353.94438655","998437.892104194"
"M477.3205T438.7","477.320479222811","438.74800000002","0","305.572324440975","0","0","0","56524.2541789757","68839.0570110694","58928.6594887206","55807.4965616456","58859.6915048951"
"M478.0826T594.7","478.082568279738","594.650939453125","227.202376487731","851.330355692921","283.279182943659","1515.57954831244","634.839576794766","8773.99522771068","9427.46064543462","8436.27179078184","10366.1761802031","8655.40553978809"
"M478.1286T554","478.12858334685","554.007934570312","3733.00268496778","4176.40055780368","2102.70865253395","1884.34153163646","1504.91837906412","13834.9106482817","14481.5030045933","16901.2813447618","12418.6311251588","14632.8488312459"
"M478.1654T251.3","478.165447409562","251.295166015625","121.692531487479","0","151.424362769054","0","0","15924.8096356763","13857.4597968245","15287.4792417543","15011.8220942677","13323.8070345412"
"M478.276T373.8","478.276003052823","373.837707519531","8209.8515659387","10553.7276242691","8331.3727647151","9084.71554938066","9339.3873341204","6520.86042791884","7710.61255787458","8095.97426259682","9188.26355000708","7488.63021344831"
"M478.2837T478.8","478.283686049133","478.787811279297","259.083074875642","0","0","584.681466366343","0","173341.307912051","173009.328033462","173269.23456429","162570.473162396","174304.502926626"
"M478.2937T505.5","478.293729357938","505.479156494141","142.57549955163","215.36283570468","313.239199375736","217.395531881701","690.8156653244","1851339.97605822","1879152.51606529","1803999.38206729","1808703.95152259","1867995.54698292"
