"","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","matrix","nist","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","isotopes","adduct","pcgroup","meanpeak"
"381",215.593258495738,215.593159402648,215.593402828392,345.31699999998,344.710021972656,345.320465087891,11,5,5,117824.784880346,112290.785667988,118583.82378117,120271.454820538,114679.086983171,104555.992815954,97874.1390177094,105500.064662215,108329.604189262,105919.464883732,"[42][M]2+","","44",104435.853113775
"382",216.094790862061,216.094554715958,216.094916973491,345.316993041982,344.104278564453,345.320465087891,10,5,5,34473.7736884026,28085.5228643711,33046.9620108947,34459.6145191701,33279.1152426776,33592.2288116731,31074.9719310524,29768.7267611687,30364.6956005024,29792.398527471,"[42][M+1]2+","","44",30918.6043263735
"383",216.159097134031,216.158900428195,216.159207647043,269.48994934082,269.487579345703,270.096618652344,10,5,5,39514.8872044597,38284.8210205994,40494.7264854387,41376.8516994416,40023.7211538094,36711.5887970868,39826.3693177028,37978.222210826,45352.9299330744,49009.825618559,"","","1396",41775.7871754498
"384",216.195452622754,216.195052788994,216.195646106365,299.820518920908,299.213134765625,299.821044921875,10,5,5,21687.0174046578,22796.7192763209,22859.7842799401,25373.4847290523,23982.5429869813,20466.2432628669,19459.8760131918,23860.6485667388,31538.7353419142,29026.2663712029,"","","1234",24870.3539111829
"385",216.612271462308,216.61191629157,216.612472922683,345.31699999998,344.710021972656,345.326995849609,11,5,5,79429.7196954574,31727.531288415,88721.6776977744,86421.2388884223,76774.9448224054,51149.2113389361,46705.9946328369,72504.6145864013,52201.064872605,58563.8397908442,"","","44",56224.9450443247
"387",217.179464391515,217.179177089466,217.180015117689,382.320678710938,381.729248046875,382.927001953125,11,5,5,21273.7544593998,38933.6207735149,40017.1590885324,46156.1090384522,40589.1026013694,34386.4224603254,38542.0201275034,35829.9892111892,39352.297525099,30725.5671312274,"","[M+H]+ 216.173","1446",35767.2592910689
"388",217.990013667148,217.989786636448,217.990203410649,233.093063354492,233.09294128418,233.699798583984,5,0,5,18583.8786093197,23999.0922396861,14155.7301775768,27107.6540700725,19877.8924877547,69453.4892088664,63300.3603805668,59174.7968772506,63897.3636363484,63530.5260278006,"","[M+H-CH2]+ 230.989","52",63871.3072261666
"389",218.011997967689,218.011785903023,218.012089497865,239.765029907227,239.158889770508,239.76579284668,5,0,5,9324.54404968212,2358.1797545046,7446.31312040024,9074.94544530666,8085.30979939932,61053.4668421137,56160.2695230142,105683.114546752,59072.280651734,56089.773899067,"","[M+Na]+ 195.022","52",67611.7810925362
"390",218.138541043112,218.138506926625,218.138726275603,32.90500000002,32.9040031433105,33.5110015869141,5,0,5,214.185317593107,263.674181864387,NA,NA,NA,257618.988937815,250464.316900521,262912.164572253,250301.410078581,266218.54982905,"[43][M]+","","953",257503.086063644
"391",218.640717214151,218.640548669752,218.640727463812,563.09299999998,563.092346191406,563.095642089844,5,0,5,NA,1209.9636073675,NA,788.740560388006,211.960861916908,127230.507166914,137448.01185493,143970.589297665,130773.063617406,137478.722104778,"[44][M]2+","","78",135380.178808339
"392",218.969936422977,218.969787419497,218.970078898866,50.4969940185547,50.4959678649902,50.4970016479492,5,0,5,NA,NA,NA,NA,NA,61514.732727833,60318.9479957678,58880.6078496932,58799.4088637008,56092.134488463,"","","1498",59121.1663850916
"393",218.977040320614,218.976967521063,218.97743457976,38.9710006713867,38.9699859619141,39.5780029296875,5,0,5,1806.69767443843,904.630309421672,1494.2387801215,516.506099884223,899.661485360605,18696.4170947963,20349.8981652796,16737.3239374294,17187.0719459703,18712.0869387578,"","","663",18336.5596164467
"394",219.026561921055,219.026454785695,219.026648847533,33.5109988861184,32.9049987792969,33.5110015869141,6,0,5,NA,NA,NA,NA,NA,166623.174442859,84788.1717445588,151125.783314172,162365.918739642,162452.308308491,"","","275",145471.071309944
"395",219.044636456069,219.044417360224,219.044683582404,85.074,85.0738830566406,85.6810531616211,5,0,5,NA,NA,NA,NA,NA,156221.879562376,144730.91141819,114281.113375993,129908.23095398,133569.733854227,"","[M+H]+ 218.037","73",135742.373832953
"396",219.101620690649,219.10152599504,219.101879829661,285.26200000002,285.258422851562,285.262145996094,5,0,5,NA,NA,NA,NA,NA,54865.2727282587,56172.5143352051,45360.6986711424,51243.1239510686,47825.4821907555,"[45][M]+","[M+H-H2O]+ 236.102","77",51093.4183752861
"397",219.141698135299,219.141404326099,219.142013485282,563.094321044912,563.092346191406,563.700744628906,6,0,5,NA,NA,NA,NA,283.661243012734,33713.5058299712,30695.2145417726,37468.4716379149,35851.3241221974,34769.8856095596,"[44][M+1]2+","","78",34499.6803482831
"398",219.141968460558,219.141632333705,219.142225307866,32.9049987792969,32.903995513916,33.5110015869141,5,0,5,NA,NA,NA,NA,NA,25990.9132347919,24445.2579081991,23781.0516439579,26314.6656165499,28237.0106263758,"[43][M+1]+","","954",25753.7798059749
"399",219.174106712401,219.17397241724,219.174248468795,277.37598828124,276.768371582031,277.376342773438,10,5,5,77240.953254694,74612.8385085556,80893.5128705717,78403.9163968873,74020.8875834565,73292.3859538588,73708.7454467391,79307.0329205702,77586.6013079733,76480.7894459732,"[46][M]+","","55",76075.1110150229
"400",219.195320610794,219.195269282015,219.195357369149,403.55200000002,403.523315429688,404.159637451172,11,5,5,711537.381812382,709607.058127764,700746.159451678,724641.984912582,705972.75655245,708545.458277489,721087.984786928,662018.916949742,680367.226712988,682190.895106394,"[47][M]+","[M+H]+ 218.188","56",690842.096366708
"401",219.648439269011,219.648348630921,219.648548611983,596.455383300781,595.684020996094,597.065734863281,9,4,5,138893.521052271,120472.194086023,128482.189906234,130908.396364482,116715.733193581,66923.6928397248,64123.2654564423,67278.8782890348,60116.2097161224,64797.9886415349,"","[M+2Na]2+ 393.325","12",64648.0069885718
"402",220.039028336502,220.038965712204,220.039117657369,495.152008056641,495.15100000002,495.757598876953,5,0,5,315420.743282676,364269.117236342,337279.11346364,377257.937056712,362051.197294644,207777.138211659,211762.918109301,190662.655373115,195955.967705156,195485.880537343,"","","881",200328.911987315
"404",220.104944684003,220.104914054737,220.106012217748,284.654998779297,284.047271728516,285.262145996094,5,0,5,NA,NA,417.297099538014,NA,NA,8481.84510816649,10878.0881024597,9472.30724542235,6981.31268048776,7994.66758911138,"[45][M+1]+","","77",8761.64414512954
"405",220.131612196542,220.130751534764,220.131929031391,344.711944580078,344.707061767578,345.923980712891,11,5,5,21168.4489464112,22075.0328908797,17988.5694207146,17734.1566393312,24830.6504698621,18534.2907621198,18038.2196022216,28751.1879396309,16466.269012109,17579.7293433037,"","","44",19873.939331877
"406",220.166807732739,220.16666318036,220.167183078341,590.391263183584,589.46923828125,590.99853515625,10,5,5,38572.8326165997,40255.2214669359,33545.4893288427,34887.647389084,34209.2577228056,20872.4073603346,23965.1869724545,49283.0064850532,67498.3243271484,52251.3367352595,"","","12",42774.05237605
"407",220.177248685434,220.17680629122,220.17775454354,277.376003540029,277.373016357422,277.983032226562,10,5,5,13036.6188907339,11087.1872019479,10593.3244445065,12752.1524160627,13790.5708524296,14066.9347094727,13884.3661849325,13756.4429470758,13185.8273081697,12626.5966635461,"[46][M+1]+","","55",13504.0335626394
"408",220.198641667059,220.198481452353,220.198779344556,403.551772094737,403.523315429688,403.555603027344,10,5,5,85080.2199810096,87291.4016097566,92414.343987835,90933.6547003415,90357.5102226969,89874.0348996093,93791.7713812156,88488.9589049303,88053.3090994851,91455.8386524362,"[47][M+1]+","","56",90332.7825875353
"411",221.174583462915,221.174462900639,221.174681883754,590.996978759766,590.13330078125,591.036315917969,10,5,5,106760.828162218,152252.480730787,136722.572048229,155124.717567991,99908.3253877587,77104.0306286441,72394.524400876,144618.625331414,145799.773022854,140950.295756299,"","","12",116173.449828017
"412",221.174590238224,221.174491462322,221.174851592259,575.747100830078,575.228454589844,575.83399999998,8,3,5,37623.9555220248,35338.8043253569,36565.1458585617,36242.1633506672,34248.2892966558,27669.3765556944,24604.4398275709,54597.6258047765,65913.2145560573,60906.058661022,"","","12",46738.1430810242
"413",222.075758333799,222.075636297185,222.07589650199,207.007720947266,206.40100000002,207.00813293457,5,0,5,204.808773316501,221.708456400455,868.014801093568,NA,NA,37331.6132624541,33593.08037173,31861.7755198173,31541.8537873593,32802.465549177,"","","1458",33426.1576981075
"414",222.147539557545,222.147263584566,222.14769845419,404.157821655273,403.531005859375,404.748382568359,10,5,5,38428.0198692104,36019.9385901721,40419.8036305012,39993.914699707,31082.2281355295,42826.9103705292,36099.1269749393,36969.8040584473,42693.5694429628,38386.7912784901,"","[M+H]+ 221.141","56",39395.2404250737
"417",222.991154626518,222.99077955429,222.991666882978,239.765029907227,239.764877319336,240.372787475586,5,0,5,153.528045374944,NA,239.055348999024,NA,NA,10313.3413803406,12705.6071959942,22377.9616179637,10907.1501090998,12372.6582393864,"","[M+H]+ 221.986 [M+H]+ 221.986","52",13735.343708557
"418",223.09684468143,223.096771126138,223.096856867858,314.379029418945,314.378265380859,314.986022949219,12,5,5,4030935.40566394,4253694.94038995,4403527.41982305,5046188.89075434,5306293.73283693,7063878.15127961,7240151.3636568,5267007.12576812,5372455.25308712,5477217.07881509,"[48][M]+","[M+H]+ 222.087","22",6084141.79452135
"421",223.148351775073,223.148304325185,223.148425938296,481.199005126953,481.198944091797,481.806182861328,5,0,5,511711.672470957,556590.856870481,532017.889134353,555548.604474056,501219.879655838,274748.802695257,269799.434363745,300864.809629459,264458.009243449,266848.940465651,"","","1028",275343.999279512
"422",223.148342564935,223.148320436214,223.148409584484,568.555603027344,568.551147460938,569.159912109375,5,0,5,1023667.00911139,993710.788915224,1037446.92045501,1051274.88087312,969898.577657953,719089.40085994,718329.862167689,779001.138802561,749282.647137757,749095.636084047,"","","993",742959.737010399
"423",224.021011868995,224.020537823352,224.021892323787,352.596008300781,351.990295410156,353.20300000002,10,5,5,6971.21184455003,7376.25955429684,12889.6226406626,8686.87632934572,6799.55092869177,8889.63372177285,8779.83276211121,11203.3124680297,7260.17521871342,8132.79260545753,"","","1106",8853.14935521695
"424",224.019964086854,224.019312420401,224.019995575985,85.0740254516602,85.0738830566406,85.6809005737305,6,0,5,NA,NA,NA,NA,NA,20272.912148613,17850.6954351562,8602.47064498541,17852.7661463013,20320.6160641576,"","","73",16979.8920878427
"425",224.037198988064,224.037130515959,224.037503822513,270.096435546875,270.095489501953,270.702972412109,5,0,5,416.386679693361,NA,340.454586536875,NA,293.822298654099,21312.5689913445,22423.5821086078,19906.2667313195,20764.367109526,29162.8970285336,"","","1396",22713.9363938663
"426",224.100227779337,224.099854508663,224.10028703057,314.378998901367,314.378265380859,314.380676269531,10,5,5,530870.233992348,540291.007227617,573508.849295123,642428.374195797,671379.898862018,903855.298176558,910972.330795296,681457.476769002,681586.939365462,688834.092708931,"[48][M+1]+","","22",773341.22756305
"427",224.12853382044,224.12840602701,224.128679783993,481.199005126953,481.198944091797,481.199951171875,5,0,5,340773.607292684,347694.717990062,353766.909540086,327958.934400951,306479.360421402,206193.431371643,195084.357009232,197565.670213719,188908.76631265,199217.027050599,"","","1013",197393.850391569
"428",224.12863662745,224.128586368625,224.128725567629,495.152069091797,495.15100000002,495.757995605469,5,0,5,286026.708238126,281204.328532951,270220.738247291,299479.691683763,272988.693440854,204112.912687813,222280.631117484,212840.787254807,222152.565298594,216417.325155436,"","","882",215560.844302827
"429",224.598856211999,224.598252292216,224.599230913966,345.317008300771,344.710266113281,345.923004150391,10,5,5,22104.5737128863,22744.6040071835,21344.2303879756,19097.5159029555,24347.0965441226,16214.0854011948,12580.5385731305,13500.4225136028,14317.7715198432,15564.2741071679,"","","44",14435.4184229878
"430",224.626433425136,224.626200005056,224.626702254793,373.827209472656,373.238037109375,373.844024658203,11,5,5,52479.7976588368,50438.1113431525,48701.7065873998,20516.6709488606,47393.3252897433,33115.9324368371,35129.9724858464,45444.1386394177,32354.693444623,34684.8554099272,"","[M+H+K]2+ 409.288","65",36145.9184833303
"431",225.103016192561,225.102846393324,225.103248966368,314.378998901367,313.773010253906,314.380676269531,10,5,5,61695.2838664775,63333.7733816845,66614.1047591891,65008.5860220717,77885.6802988882,99807.708592234,106399.958140984,73650.13041553,79477.0742769876,80440.0788506832,"[48][M+2]+","","22",87954.9900552838
"432",226.015772628979,226.015747987322,226.015807751393,85.6798248291016,85.0738983154297,85.6810531616211,5,0,5,NA,NA,NA,486.237636771693,502.510690126946,457325.660368286,443459.55991397,313377.537729749,293733.105865817,284338.38618596,"","[M+K]+ 187.054","73",358446.850012756
"433",226.015850006,226.015802341313,226.015909069811,72.94099999998,72.9408645629883,72.9420013427734,5,0,5,NA,NA,462.87732212627,NA,416.379244538074,157399.424192674,154456.230911209,167591.152643947,161088.170241897,161853.180213195,"","[M+K]+ 187.054","997",160477.631640584
"434",226.044854421486,226.044843399201,226.045174639466,32.903995513916,32.298,32.9050025939941,5,0,5,NA,NA,NA,NA,NA,65875.3893742676,68603.5311831629,66312.4907077928,65022.8229959326,64670.1982758016,"","","956",66096.8865073915
"435",226.104914019421,226.104438863055,226.105578749294,314.379028320312,313.773,314.986267089844,6,1,5,4003.05581106256,4544.946672406,3550.82874340605,4638.34783650613,10280.8549411435,12099.5566360137,12230.4304827817,9700.7513289587,8585.24625248908,8525.73118100681,"[48][M+3]+","","22",10228.34317625
"436",226.179850038344,226.179758972657,226.179944374673,318.626037597656,318.019012451172,319.230926513672,11,5,5,98626.5062428209,98592.9759992948,97910.4570523255,95826.3793484715,95372.31711548,74229.1314269842,72316.720664371,107940.418238126,111191.482162383,126262.294671316,"","[M+H-H2O]+ 243.184","89",98388.009432636
"437",226.179918262474,226.179780606486,226.180319044655,590.391967773438,589.713500976562,591.036315917969,10,5,5,144467.016654942,255405.89870457,251394.225021623,246608.402917469,239879.096490408,116738.323047011,67210.9967299671,182464.623571911,186045.782780891,264545.24820327,"","","12",163400.99486661
"439",227.125147599154,227.125062677812,227.125376695237,281.015007324209,280.409057617188,281.016082763672,10,5,5,77428.9767996824,130429.185207138,85809.4179286506,145762.704022369,118997.566676191,93208.8675673828,119282.065311062,92534.205115819,88772.8311538696,99930.2125811707,"","[M+Na]+ 204.136","83",98745.6363458608
"441",227.62794995048,227.627559608591,227.628064404181,563.69899999998,563.095642089844,563.700744628906,5,0,5,NA,550.293689456835,548.50173697004,505.982136124978,106.199386251489,45616.1429727938,41995.7522543004,51682.7983711982,46220.3425588569,45749.2670376986,"","","78",46252.8606389696
"442",228.062994807419,228.062530231122,228.063138653618,192.447067260742,191.84299999998,192.44905090332,5,0,5,NA,NA,NA,NA,NA,16521.7668902868,16080.6309487675,13736.9302217174,18006.3530443638,15488.4210886993,"","[M+Na]+ 205.074","102",15966.820438767
"443",228.082318633457,228.082306216541,228.082400790691,47.4630012512207,47.4629821777344,47.4640045166016,5,0,5,157.184887902641,156.31516960865,NA,NA,143.520217798834,110492.206395516,109248.082441418,106791.917522369,111250.75519872,109533.245143824,"[49][M+1]+","","30",109463.241340369
"444",228.120466828969,228.120375352292,228.120573159804,345.315490722656,344.710021972656,345.320465087891,10,5,5,215069.977127797,207921.58714877,213765.301814406,206169.572505102,202320.421691616,172738.455071161,158807.277351222,239364.900388133,181331.716909022,165663.794289519,"[51][M]2+","[3M+H+Na]2+ 144.089","44",183581.228801812
"445",228.130790093066,228.130471344976,228.130927031197,353.199295043945,352.595886230469,353.207305908203,10,5,5,116810.590282095,118502.706478144,114029.902988561,115094.731170288,115350.330202269,109223.463566647,111393.347222726,111227.480833182,113682.276477044,108894.158502319,"","[M+K]+ 189.167 [M+Na]+ 205.141 [M+H]+ 227.123","1106",110884.145320384
"446",228.178600786826,228.17813550759,228.178751614103,51.1028671264648,50.8395843505859,51.453742980957,5,5,0,19291.9483815188,15214.917880995,15161.3557358114,13992.8561524947,11381.801478838,2852.27961172986,2151.84318737121,1345.65233273677,1995.9975801293,1271.78311714212,"[50][M+1]+","","1498",1923.51116582185
"448",228.19587063358,228.195677750446,228.195943491946,576.439086914062,576.161499023438,576.856811523438,9,4,5,1557734.07305469,1634900.41641427,1570614.23151844,1478410.16305447,1554227.51685444,746497.507866436,726241.809467283,1702617.92153359,1761525.08651274,1681347.26510748,"","[M+H]+ 227.188","12",1323645.91809751
"449",228.195787155879,228.195687073026,228.195908738788,590.999622070303,590.901123046875,591.617004394531,10,5,5,1143519.86094256,1147659.48726289,1138306.70798087,1138579.31186874,1163131.60363008,693882.804895783,692108.895639773,1390099.49139612,1399557.92496843,1382374.65559717,"[53][M]+","[M+H]+ 227.188","12",1111604.75449945
"450",228.231835706003,228.231596870965,228.232041024517,491.512023925781,491.511993408203,492.117797851562,5,0,5,32879.5870434349,31074.2021229886,31269.3549524152,32384.6558706558,32059.1691600486,25149.1727266115,25594.645486904,22065.0133962053,33073.648674037,36496.8544044852,"","","68",28475.8669376486
"452",228.26841574133,228.268169958712,228.268548882823,342.284027099609,342.283996582031,342.890289306641,6,1,5,6632.31385446919,6246.17140759128,7711.25626622447,6797.15768228535,5318.5073212619,26492.5369956902,26255.1044009124,20507.3076578086,20099.9676266638,22166.3438414429,"","","142",23104.2521045036
"453",228.621968059161,228.621738496368,228.62224842968,345.31699999998,344.707061767578,345.320465087891,11,5,5,58277.7554926779,59347.1976542718,59751.4607623641,57031.9269550048,54047.7185907244,47251.5596024516,45239.8350138349,70173.1950392055,46668.2367644603,47970.3533202677,"[51][M+1]2+","","44",51460.635948044
"454",229.104250688676,229.103959303488,229.104477898608,314.379,314.378265380859,314.986145019531,11,5,5,24467.0003490295,23635.8087290703,24246.8765883702,28546.8142203322,29736.8689709839,45229.272176074,42964.596418663,41693.1746061846,34934.0348592357,36443.2064206092,"","","22",40252.8568961533
"455",229.140796449827,229.140768725637,229.140837220958,203.972351074219,202.75910949707,204.582,8,3,5,271908.976122575,308964.649166549,280198.561160623,419184.902595633,442298.615370293,1006275.84998134,749890.59616207,461809.480676775,526471.218863822,567659.910305248,"","","1458",662421.411197852
"456",229.154436353366,229.154342077096,229.154535575538,33.5110015869141,33.5109977722168,34.1180000305176,5,0,5,955.94575333898,1109.01333683381,1087.49967171042,3963.49094412812,2734.38679974553,239147.498320621,244223.414970117,234932.034831973,241977.452267493,244550.080873157,"[55][M]+","[M+Na]+ 206.167","10",240966.096252672
"457",229.199040041239,229.19896219281,229.199086452726,576.439086914062,576.161499023438,576.856811523438,9,4,5,228650.780092083,246567.366232153,231078.671007309,209635.337038114,228394.916400756,108704.34975321,105978.364234884,259240.97993095,257071.639542934,248230.035021826,"","","12",195845.073696761
"458",229.199015037841,229.198929983945,229.199141750811,590.999622070303,590.901123046875,591.617004394531,10,5,5,173770.81144959,173087.14998715,165177.137052247,176298.004205605,171609.810342352,104171.765050518,102017.107043123,211298.549723172,205932.372569072,205008.11464852,"[53][M+1]+","","12",165685.581806881
"460",229.271930152162,229.27111327067,229.272283146489,396.879364013672,396.273010253906,397.48600000002,9,5,4,7805.23281217035,9124.22525200476,8051.92055415358,6309.40570938385,6300.68490387496,4980.2268829209,5107.55588869734,3898.41470724791,5644.14983570119,4039.32787295037,"[54][M+1]+","","1206",4733.93503750354
"461",229.674803028186,229.674600821534,229.674947962678,632.2490234375,632.248779296875,632.853271484375,10,5,5,85057.1351740183,81743.5720249309,84545.4057350515,81454.5356150244,79230.5346089575,45690.4530351443,46457.6712898333,54142.2462720887,52253.4949643408,55741.8108497926,"","[M+H]+ 228.673","5",50857.13528224
"462",230.060236993974,230.060115422792,230.060963575994,63.23599999998,63.2349090576172,63.8412704467773,5,0,5,NA,NA,NA,196.097118300862,137.049410968294,11844.5187589048,12811.4108145288,10011.3639378638,13039.1828126545,14518.0717203776,"","","144",12444.9096088659
"464",230.157234443739,230.157062945837,230.157323281407,33.51100000002,32.9049987792969,33.5110015869141,5,0,5,187.581803658299,424.960189957398,NA,586.316249444369,NA,23693.253530748,25772.3297081543,25207.6665497701,27985.865879687,28677.5221433395,"[55][M+1]+","","10",26267.3275623398
"465",230.174707695303,230.174539205425,230.174857006936,294.967551025381,294.360168457031,294.968078613281,10,5,5,56232.8647419043,55393.6853504142,52486.566835363,54466.2173195127,57310.6337572063,65667.4099300173,57250.4604206545,60117.9015919187,73606.062686294,72572.7874095716,"","[M+H]+ 229.169","1236",65842.9244076912
"466",230.201456549854,230.200928869984,230.202098415129,576.436889648438,575.83399999998,576.856811523438,9,5,4,19549.9346668443,35997.0866653533,22229.5188588767,14109.8333320513,19259.445811482,10064.5809551635,7555.12013373837,22044.0519515619,23750.0287347961,22651.0830020768,"[53][M+2]+","","12",17212.9729554673
"467",230.247877934101,230.247676114624,230.247981921286,359.876003540029,359.853546142578,359.890350341797,10,5,5,1531765.59575724,1518405.46225508,1519921.46320743,1562302.67129103,1507322.92957295,767163.699791015,777945.157018221,809936.144740166,800967.242293038,791095.335287286,"[57][M]+","","1312",789421.515825945
"469",231.083458737097,231.083404133165,231.083567262202,34.1170043945312,33.5109977722168,34.1180000305176,5,0,5,1136.03166852131,170.077663099556,2608.62312008632,4849.04320923103,5590.07922897623,206509.523591482,214691.08456604,204705.22951626,202529.234099927,210371.774813707,"[58][M]+","[2M+Na]+ 104.047","10",207761.369317483
"470",231.098740088178,231.098596562083,231.098905396597,335.00439453125,335.003997802734,335.61100000002,6,0,5,998.056804623168,612.992165989601,NA,NA,NA,66544.0416151873,55160.0566909057,53254.7513607534,48661.2426667236,47139.3018912046,"[56][M+1]+","","76",54151.8788449549
"471",231.144913309206,231.144769948039,231.145007773817,48.0699996948242,48.0690040588379,48.677001953125,5,0,5,NA,190.259878435996,NA,NA,NA,120509.295807545,114234.911146431,129968.383072374,129066.093745989,128751.306647555,"","","30",124505.998083979
"472",231.158611472616,231.158148615565,231.159172899606,371.978378295898,370.795013427734,372.013427734375,10,5,5,31828.5017237381,30971.0024491348,30303.7371767259,33125.4308383958,33000.2660468278,23345.2338206775,33400.4817305955,26918.074077649,29216.7474823578,24099.0239931146,"","","65",27395.9122208789
"473",231.17014732355,231.170118630434,231.170309593051,37.1500053405762,36.5439987182617,37.1510009765625,5,0,5,320.993456703727,915.096468013944,149.719114636925,202.409728863903,1315.56541630581,124008.421499587,106904.47286429,105708.10171121,128198.933869728,109402.569821387,"","","676",114844.49995324
"474",231.250913303481,231.250770623344,231.251075750906,359.876003540029,359.853546142578,360.481994628906,10,5,5,233712.286123257,231066.464499882,232790.531153032,230961.092275309,231342.395587849,114183.728124326,116906.339872853,122774.008225502,123164.074464844,115860.773538059,"[57][M+1]+","","1312",118577.784845117
"475",231.989945040341,231.989072737842,231.990088405987,239.76499999998,239.158569335938,239.76579284668,6,0,5,NA,NA,NA,NA,NA,16809.1559784669,15309.5245214844,11168.0050702256,15979.3567659509,16451.2158109915,"","[M+H]+ 230.989","52",15143.4516294239
"476",232.005214423944,232.005114121796,232.005327905555,216.714050292969,216.714,216.714294433594,5,0,5,2185.59390840143,3170.82838952031,1818.60493529029,3872.4244653739,3120.68026001014,26582.7627395164,17384.717247139,18350.2482762063,19894.0149403094,18357.5930760131,"","","153",20113.8672558368
"477",232.087005847924,232.086654478876,232.087260782716,33.51100000002,33.5109939575195,34.1180000305176,5,0,5,NA,NA,NA,NA,NA,17800.5819596769,17910.7744557129,17703.4537259033,15400.2686950684,19199.6613511451,"[58][M+1]+","","10",17602.9480375013
"478",232.154581066891,232.154414456009,232.154618465446,35.3310050964355,35.331,35.9379997253418,5,0,5,NA,NA,NA,136.296413383615,133.76524204041,333578.596262909,341946.704441162,374413.398676784,343791.450866162,358344.779669818,"[55][M+2]+","","10",350414.985983367
"479",232.985208766338,232.985101753462,232.985515129251,108.731971740723,108.125427246094,108.73225402832,5,0,5,NA,686.06117448947,157.532856308752,128.767627449846,NA,43116.8053919854,44188.4248800686,46435.0713895019,43827.3850702497,40669.8295986001,"","[M+Na+K-H]+ 172.038 [M+Na]+ 209.995","36",43647.5032660811
"480",233.012115200537,233.011875738203,233.013133651451,314.379,313.773590087891,314.986145019531,9,4,5,15728.6977484985,15357.5887616455,12105.4097704589,15812.7065879034,21895.9476257911,22779.6812954931,20679.843673085,28592.0401351842,18408.0470341628,19871.2939183551,"","[M+K]+ 194.047 [2M+2Na+2K-H]3+ 288.075 [M+H-C4H8]+ 288.075","22",22066.181211256
"481",233.078306618889,233.078119295239,233.078470888608,242.797988891602,242.190734863281,242.798782348633,10,5,5,1909473.61328911,1827728.57874097,1845952.33092729,1845950.12637512,1964052.67086946,2173887.14259363,2059404.00033283,1989168.12617582,1873020.00014434,2003211.18355859,"","","1187",2019738.09056104
"482",233.095584888028,233.095270673164,233.096259836013,85.68,85.0738983154297,85.6810531616211,5,0,5,785.299154084196,664.121577862951,NA,NA,445.913837276855,18491.7462109115,19110.819377164,12253.0550617266,19740.5860362778,15149.6651316827,"","","73",16949.1743635525
"483",233.174521784721,233.17426707876,233.175124701184,347.743087768555,347.147644042969,348.350006103516,10,5,5,16260.0252050185,19591.2628895557,19671.4821577048,18956.2669129263,18574.0457155847,20062.6955438006,21560.9858724785,18731.7419262181,20096.5987869905,19452.6735256331,"","","1652",19980.9391310242
"484",233.183202903417,233.183029049105,233.183637787498,51.10300000002,51.1029663085938,51.1030311584473,5,0,5,319.703547125936,192.314164060676,188.246924303758,NA,336.856360328775,29619.5362537628,21989.2336957732,17267.1978322619,13515.214815559,13045.410386499,"","[M+2Na-H]+ 188.212","1498",19087.3185967712
"485",233.189812366693,233.189635024097,233.189933729984,460.573577880859,459.96799999998,460.574493408203,5,0,5,9478.30727840044,13310.0958572854,13314.5837088125,7576.04898199563,14506.0217259848,56679.3594927784,55754.4800647794,62689.009324752,59406.9206702515,60988.9104818361,"[59][M]+","","1492",59103.7360068795
"486",233.210823451699,233.210649795513,233.210992143786,424.783248901367,424.175964355469,425.382141113281,10,5,5,37296.5851621634,37545.3120406989,33578.7314272194,37675.2226244991,37971.512473888,37008.4472019162,38087.4246096314,36986.3105800453,37608.9334462464,38827.3909425169,"[60][M]+","[M+H]+ 232.202","59",37703.7013560713
"487",233.63170732022,233.631164647914,233.632088440806,373.823211669922,373.165649414062,374.434020996094,10,5,4,2828.92371171812,7668.99134002505,8889.12770341129,9146.05832376303,7058.88145017203,5580.56721577534,4174.56450723267,5241.6911794942,3930.85808393949,5300.94794646785,"","","65",4845.72578658191
"488",233.984562526838,233.98451396599,233.984567344901,239.765029907227,239.158889770508,239.76579284668,5,0,5,NA,328.486634587598,494.301491121451,333.478339133045,NA,256017.903366141,245960.199424406,230718.008815734,252440.712673278,249241.105290157,"[61][M]+","[M+K]+ 195.022","52",246875.585913944
"489",234.193792647508,234.19339260014,234.194578350133,459.96799999998,459.967468261719,460.574249267578,5,0,5,571.891579399433,1358.16747723561,1164.87856071235,637.708461356815,1685.6480742048,7753.20403018799,10028.3063667538,8554.31196248402,9337.26232803969,9051.56570720999,"[59][M+1]+","","1490",8944.9300789351
"490",234.214117274916,234.213780229661,234.214476158236,424.437103271484,424.175964355469,425.476226806641,9,5,4,5574.81299968672,4995.87534016608,3296.19677433071,4944.46115084357,5048.50789898371,5773.13515645752,5206.56551962753,3741.30827676474,3988.75714441047,4705.51167860746,"[60][M+1]+","","59",4683.05555517354
"491",234.98731841281,234.987205957861,234.987654527275,239.765029907227,239.764877319336,239.76579284668,5,0,5,NA,NA,NA,NA,NA,36094.657973291,30585.4099431819,28035.2952517455,31580.6023611078,32888.4816195665,"[61][M+1]+","","52",31836.8894297786
"492",235.130013538982,235.129874702133,235.130211683187,325.299072265625,324.690521240234,325.905029296875,6,5,0,33922.2768417824,31876.084745398,33949.7015856166,36727.0814972776,36439.8276230687,39572.5075750617,39316.6811271483,30127.7795982643,27795.8833932508,33774.3873027107,"","","1519",34117.4477992872
