"","idx","file","mz","rt"
"1",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",325.969573974609,38.687
"2",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",325.969573974609,39.475
"3",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",294.156982421875,37.049
"4",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",294.156982421875,37.933
"5",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",475.134429931641,48.617
"6",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",388.155578613281,66.218
"7",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",388.155578613281,67.061
"8",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",349.184494018555,57.683
"9",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",349.184494018555,58.608
"10",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",345.150451660156,86.588
"11",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",345.150451660156,87.528
"12",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",345.150451660156,86.588
"13",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",345.150451660156,87.528
"14",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",267.044906616211,69.996
"15",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",267.044906616211,71.16
"16",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",129.128524780273,148.773
"17",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",129.128524780273,149.278
"18",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",185.116508483887,187.478
"19",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",185.116508483887,188.183
"20",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",464.195419311523,256.685
"21",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",464.195419311523,257.291
"22",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",297.16975402832,282.855
"23",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",297.16975402832,283.323
"24",1,"data/MS2//dda/idda/NIST1950_Iterative_RPP_20210405_01.mzML",268.156433105469,317.134
