"","mz","rt"
"1",138.982471520673,578.273010253906
"2",206.968003009541,578.273010253906
"3",289.296413173603,578.273010253906
"4",327.238137479644,578.273010253906
"5",353.245159317218,578.273010253906
"6",403.167145259093,578.273010253906
"7",436.229400438679,578.273010253906
"8",438.160364860192,578.273010253906
"9",459.301066607942,578.273010253906
"10",466.284574906714,578.273010253906
"11",577.180191947276,578.273010253906
"12",587.139200184301,578.273010253906
"13",593.148072154101,578.273010253906
"14",622.409562881184,578.273010253906
"15",630.419430729115,578.273010253906
"16",670.405641158767,578.273010253906
"17",689.451848958961,578.273010253906
"18",700.518779698928,578.273010253906
"19",715.459752548317,578.273010253906
"20",828.389354596194,578.273010253906
"21",909.684973097383,578.273010253906
"22",916.646255598277,578.273010253906
"23",952.628074201516,578.273010253906
"24",306.179782453394,455.129136230459
"25",311.166241786349,455.129136230459
"26",395.241016632754,455.129136230459
"27",409.177053905115,455.129136230459
"28",413.277271555555,455.129136230459
"29",421.121537482414,455.129136230459
"30",431.21620666137,455.129136230459
"31",449.253965201305,455.129136230459
"32",457.098252826816,455.129136230459
"33",477.168677489274,455.129136230459
"34",492.309585606425,455.129136230459
"35",559.08991555928,455.129136230459
"36",570.331011911194,455.129136230459
"37",595.068203436925,455.129136230459
"38",602.260846574449,455.129136230459
"39",606.304557514101,455.129136230459
"40",625.083106881206,455.129136230459
"41",647.26199392551,455.129136230459
"42",661.059848674093,455.129136230459
"43",683.238783784916,455.129136230459
"44",738.237137600597,455.129136230459
"45",774.213882825313,455.129136230459
"46",783.417220400202,455.129136230459
"47",792.494116729987,455.129136230459
"48",836.498763511495,455.129136230459
"49",159.84004326839,110.564002990723
"50",161.837007774484,110.564002990723
"51",163.834012472142,110.564002990723
"52",187.003863250024,110.564002990723
"53",223.840331103829,110.564002990723
"54",276.907450924101,110.564002990723
"55",286.927641516762,110.564002990723
"56",307.053776159404,110.564002990723
"57",311.879764385478,110.564002990723
"58",313.876765133618,110.564002990723
"59",447.384085103979,531.56298828125
"60",522.356530756256,531.56298828125
"61",600.372652908072,531.56298828125
"62",662.356815907234,531.56298828125
"63",518.324502538895,472.11494934081
"64",528.34851952587,472.11494934081
"65",628.277837369648,472.11494934081
"66",658.308701169446,472.11494934081
"67",664.254527753508,472.11494934081
"68",751.263448605819,472.11494934081
"69",802.61943354279,732.356997314453
"70",835.627228885317,732.356997314453
"71",838.595891992078,732.356997314453
"72",929.537722636563,732.356997314453
"73",951.509790826692,732.356997314453
"74",371.213407469813,500.019165039062
"75",461.265410054194,500.019165039062
"76",520.337754284688,500.019165039062
"77",598.359985757312,500.019165039062
"78",614.327418087295,500.019165039062
"79",630.29372360266,500.019165039062
"80",650.307817794079,500.019165039062
"81",671.295397438098,500.019165039062
"82",707.272058768131,500.019165039062
"83",753.27816217829,500.019165039062
"84",824.564953236886,500.019165039062
"85",860.546866060346,500.019165039062
"86",892.552169484014,500.019165039062
"87",291.201708121102,479.393859863281
"88",327.179974469407,479.393859863281
"89",357.169155650609,479.393859863281
"90",409.236034493985,479.393859863281
"91",487.141364103229,479.393859863281
"92",503.129870063771,479.393859863281
"93",532.284095271188,479.393859863281
"94",540.226158001442,479.393859863281
"95",544.26245052273,479.393859863281
"96",568.262327996249,479.393859863281
"97",576.202605708852,479.393859863281
"98",590.256280079109,479.393859863281
"99",592.245912240676,479.393859863281
"100",632.221283772142,479.393859863281
"101",637.379778028804,479.393859863281
"102",650.282632872424,479.393859863281
"103",668.191648724306,479.393859863281
"104",673.356441079963,479.393859863281
"105",686.259353949842,479.393859863281
"106",718.269468239219,479.393859863281
"107",742.969166991509,479.393859863281
"108",754.246211242685,479.393859863281
"109",784.538735369765,479.393859863281
"110",820.515498671396,479.393859863281
"111",852.527689593852,479.393859863281
"112",971.601036546149,479.393859863281
"113",228.16288941271,294.979064941406
"114",399.157979915147,294.979064941406
"115",451.211202532441,294.979064941406
"116",518.115317093144,294.979064941406
"117",529.126371739595,294.979064941406
"118",545.098930201898,294.979064941406
"119",554.09177556616,294.979064941406
"120",571.120699607765,294.979064941406
"121",581.075572466553,294.979064941406
"122",613.086435047996,294.979064941406
"123",649.063168307163,294.979064941406
"124",699.344717890221,294.979064941406
"125",789.315168982819,294.979064941406
"126",825.291847051927,294.979064941406
"127",129.053984581521,87.5202713012695
"128",218.950885958949,87.5202713012695
"129",220.947399434925,87.5202713012695
"130",239.014908990556,87.5202713012695
"131",253.926494855357,87.5202713012695
"132",255.923521921223,87.5202713012695
"133",259.017763626966,87.5202713012695
"134",264.955803880173,87.5202713012695
"135",313.038033711471,87.5202713012695
"136",348.011301676958,87.5202713012695
"137",389.096496744886,87.5202713012695
"138",906.227428807589,692.927062988281
"139",907.22493438888,692.927062988281
"140",933.244510802676,692.927062988281
"141",606.510833330596,677.15500000002
"142",701.559531822664,677.15500000002
"143",728.586173696628,677.15500000002
"144",815.549068161695,677.15500000002
"145",841.55917205212,677.15500000002
"146",870.637141050199,677.15500000002
"147",906.613891315099,677.15500000002
"148",137.024557015866,239.880889892578
"149",225.917148936478,239.880889892578
"150",226.922804560204,239.880889892578
"151",291.047957729081,239.880889892578
"152",299.013375635146,239.880889892578
"153",316.985425931085,239.880889892578
"154",327.965034889355,239.880889892578
"155",328.974092583067,239.880889892578
